,Unnamed: 0,r1,r2,r3,v
148160,148160,2.61,7.41,4.80022,0.08931
109819,109819,2.11,3.91,1.80393,0.01884
448204,448204,6.81,8.61,1.8018,0.01945
63999,63999,1.41,8.91,7.50225,-3e-05
606179,606179,9.01,8.11,0.93558,0.07419
106666,106666,2.01,8.91,6.90076,0.03713
331025,331025,5.21,3.41,1.80977,0.02117
361683,361683,5.61,7.31,1.70176,0.012
358349,358349,5.61,2.01,3.60103,0.03746
633890,633890,9.41,6.81,2.6037,0.08888
562354,562354,8.41,7.11,1.35021,0.00046
35949,35949,1.01,9.51,8.50037,0.04684
715280,715280,10.51,8.51,2.02426,0.03843
55214,55214,1.31,6.91,5.60026,0.00163
672531,672531,10.01,1.01,9.0004,0.04685
587062,587062,8.81,2.21,6.60025,0.05513
450956,450956,6.91,2.01,4.90105,0.03708
70256,70256,1.51,7.91,6.40033,0.00185
513456,513456,7.71,9.71,2.03596,0.03947
288099,288099,4.61,3.21,1.40221,0.00347
540895,540895,8.11,7.21,0.91873,0.08175
458490,458490,7.01,2.51,4.5014,0.08118
140795,140795,2.51,7.01,4.50484,0.08118
605424,605424,9.01,7.21,1.80241,0.01951
54426,54426,1.31,5.91,4.60049,0.00192
51015,51015,1.21,10.51,9.30106,0.00853
154859,154859,2.71,6.81,4.10386,0.09679
317226,317226,5.01,4.01,1.00584,0.04929
419580,419580,6.41,8.41,2.01911,0.03792
71122,71122,1.51,9.01,7.50012,0.00189
105205,105205,2.01,7.11,5.10024,0.03708
257851,257851,4.21,1.01,3.20018,0.05213
309364,309364,4.91,3.11,1.80068,0.02112
314761,314761,5.01,0.91,4.10057,0.08681
311908,311908,4.91,7.31,2.41586,0.07325
93026,93026,1.81,9.61,7.80227,0.02013
663529,663529,9.81,7.81,2.00973,0.03713
608307,608307,9.11,1.81,7.30043,0.02012
439506,439506,6.71,5.51,1.21777,0.00771
135154,135154,2.41,8.91,6.50133,0.0728
39307,39307,1.11,4.81,3.70044,0.02466
114407,114407,2.11,9.71,7.60027,0.04613
86530,86530,1.71,10.41,8.70138,0.01266
584203,584203,8.71,7.61,1.10479,0.02351
508592,508592,7.71,2.61,5.10164,0.08932
194039,194039,3.31,1.31,2.00104,0.02246
366017,366017,5.71,2.71,3.00097,0.08852
513499,513499,7.71,9.81,2.11092,0.04621
421576,421576,6.51,0.91,5.60067,0.0859
630297,630297,9.41,2.31,7.10067,0.06408
365523,365523,5.71,2.11,3.60024,0.04624
331107,331107,5.21,3.51,1.71115,0.01386
275200,275200,4.41,6.01,1.60092,0.00606
642565,642565,9.51,8.61,0.95293,0.06697
139925,139925,2.51,6.01,3.50037,0.08017
702209,702209,10.41,1.51,8.90188,0.00191
304730,304730,4.81,7.31,2.50175,0.08051
180184,180184,3.11,1.81,1.30115,0.02948
279743,279743,4.51,1.61,2.90237,0.01026
134620,134620,2.41,8.21,5.803,0.07278
114817,114817,2.11,10.21,8.1005,0.04614
615744,615744,9.21,2.11,7.10066,0.04612
608839,608839,9.11,2.41,6.70356,0.07281
126349,126349,2.31,6.81,4.50116,0.06402
31839,31839,1.01,4.31,3.30177,0.0513
315108,315108,5.01,1.31,3.70189,0.00329
453724,453724,6.91,5.51,1.40151,-9e-05
438591,438591,6.71,4.41,2.3016,0.06328
486495,486495,7.41,1.81,5.60076,0.02005
142716,142716,2.51,9.41,6.90433,0.08127
361493,361493,5.61,7.01,1.42042,-3e-05
258172,258172,4.21,1.41,2.8003,0.00643
403082,403082,6.21,4.51,1.70869,0.01263
316872,316872,5.01,3.51,1.51357,0.00372
34859,34859,1.01,8.11,7.10099,0.04681
114674,114674,2.11,10.01,7.90107,0.04613
648869,648869,9.61,7.51,2.10914,0.04605
536791,536791,8.11,2.11,6.00019,0.04608
280442,280442,4.51,2.51,2.00299,0.0338
135186,135186,2.41,8.91,6.50336,0.0728
254415,254415,4.11,6.71,2.60179,0.0885
346880,346880,5.41,6.61,1.20165,0.00934
69818,69818,1.51,7.31,5.80159,0.00183
336410,336410,5.31,1.31,4.00022,0.00256
336749,336749,5.31,1.71,3.60083,0.01357
663788,663788,9.81,8.11,1.72456,0.01367
546715,546715,8.21,5.51,2.70913,0.097
294613,294613,4.71,2.41,2.30361,0.04866
629608,629608,9.41,1.41,8.00115,-2e-05
295650,295650,4.71,3.71,1.0117,0.04844
69831,69831,1.51,7.31,5.80216,0.00183
396018,396018,6.11,4.61,1.50373,0.00182
93314,93314,1.81,10.01,8.20089,0.02013
507883,507883,7.71,1.71,6.00132,0.01258
369308,369308,5.71,7.91,2.2065,0.05478
311519,311519,4.91,6.81,1.92354,0.02951
614763,614763,9.21,0.91,8.30006,0.08594
157828,157828,2.71,10.51,7.80388,0.09713
448127,448127,6.81,8.51,1.70249,0.0121
172655,172655,3.01,1.31,1.70039,0.03338
439146,439146,6.71,5.11,1.60185,0.00589
608704,608704,9.11,2.31,6.80049,0.06407
106312,106312,2.01,8.41,6.40307,0.03711
81640,81640,1.71,4.31,2.6014,0.01642
685556,685556,10.11,8.21,1.95012,0.03188
258803,258803,4.21,2.21,2.00034,0.02829
447607,447607,6.81,7.81,1.02862,0.04132
438749,438749,6.71,4.61,2.10159,0.04532
496432,496432,7.51,5.31,2.20342,0.05449
391350,391350,6.01,8.71,2.72149,0.09794
637451,637451,9.51,2.21,7.30205,0.05515
498475,498475,7.51,8.91,1.41635,-0.0
315485,315485,5.01,1.81,3.20165,0.0216
651827,651827,9.71,2.21,7.50043,0.05516
383049,383049,5.91,7.31,1.40358,-0.0001
479730,479730,7.31,2.31,5.00039,0.06402
505484,505484,7.61,8.71,1.13658,0.01795
135750,135750,2.41,9.61,7.20358,0.07282
354999,354999,5.51,7.81,2.30894,0.06393
215763,215763,3.61,1.81,1.80027,0.01568
203200,203200,3.41,5.01,1.60059,0.0076
123666,123666,2.31,3.41,1.10725,0.04145
397221,397221,6.11,7.21,1.10923,0.02262
49469,49469,1.21,8.61,7.40047,0.0085
511737,511737,7.71,6.51,1.23623,0.00608
26767,26767,0.91,7.01,6.10065,0.08588
608652,608652,9.11,2.21,6.90154,0.05514
347957,347957,5.41,7.91,2.50764,0.08102
521194,521194,7.81,10.51,2.70262,0.09657
520991,520991,7.81,10.21,2.4175,0.07348
511222,511222,7.71,5.91,1.80704,0.01983
383833,383833,5.91,8.21,2.32493,0.06536
318825,318825,5.01,7.11,2.10472,0.04558
526048,526048,7.91,6.51,1.43119,8e-05
48615,48615,1.21,7.51,6.30111,0.00845
544271,544271,8.21,2.41,5.80459,0.07278
156823,156823,2.71,9.31,6.60097,0.0971
282732,282732,4.51,6.51,2.00207,0.03643
336753,336753,5.31,1.71,3.60097,0.01357
215533,215533,3.61,1.51,2.10039,0.01319
252283,252283,4.11,2.91,1.20543,0.0162
587091,587091,8.81,2.21,6.60118,0.05513
578126,578126,8.61,10.01,1.40618,-2e-05
409959,409959,6.31,4.21,2.10584,0.04576
471663,471663,7.21,1.11,6.10079,0.02248
337854,337854,5.31,3.11,2.2012,0.05341
46794,46794,1.21,5.21,4.00191,0.00953
503989,503989,7.61,5.81,1.80654,0.01978
346783,346783,5.41,6.41,1.0323,0.04032
694774,694774,10.31,1.51,8.80109,0.00191
250857,250857,4.11,1.11,3.00124,0.02947
482070,482070,7.31,5.21,2.10598,0.04569
426676,426676,6.51,8.41,1.90699,0.02811
389239,389239,6.01,5.01,1.01431,0.04563
408059,408059,6.31,1.81,4.50212,0.02017
597829,597829,8.91,6.61,2.32894,0.06574
483703,483703,7.31,8.31,1.02587,0.04211
354549,354549,5.51,7.21,1.72524,0.01364
592648,592648,8.81,10.21,1.40796,-1e-05
63761,63761,1.41,8.71,7.3001,-3e-05
533393,533393,8.01,6.81,1.20392,0.0091
373528,373528,5.81,3.21,2.60078,0.08505
585299,585299,8.71,10.01,1.30448,0.00193
606903,606903,9.01,10.01,1.06401,0.03222
512998,512998,7.71,9.21,1.50441,0.00171
45503,45503,1.21,3.61,2.40172,0.02288
641868,641868,9.51,7.71,1.84379,0.02285
29318,29318,0.91,10.21,9.30046,0.08595
518068,518068,7.81,5.51,2.30806,0.06385
672610,672610,10.01,1.11,8.90043,0.02255
67069,67069,1.51,3.91,2.40081,0.01041
236909,236909,3.91,1.51,2.40081,0.01041
441169,441169,6.71,8.71,2.00581,0.03675
289084,289084,4.61,5.51,0.91576,0.08347
84356,84356,1.71,7.71,6.00095,0.01258
268372,268372,4.31,6.31,2.00967,0.03714
386801,386801,6.01,2.01,4.00018,0.03726
551038,551038,8.31,2.01,6.30016,0.03711
379969,379969,5.91,2.31,3.60248,0.06378
268744,268744,4.31,6.81,2.50313,0.08058
503671,503671,7.61,5.41,2.20544,0.05468
527585,527585,7.91,9.51,1.62087,0.00698
38626,38626,1.11,3.91,2.80157,0.0318
84552,84552,1.71,7.91,6.20254,0.01259
585516,585516,8.71,10.21,1.55001,0.00345
591388,591388,8.81,7.61,1.20738,0.00877
372450,372450,5.81,1.81,4.00177,0.0204
47945,47945,1.21,6.71,5.50041,0.00847
678113,678113,10.01,8.01,2.00601,0.0368
121885,121885,2.21,10.11,7.90164,0.05516
476730,476730,7.21,8.51,1.33053,0.00096
49390,49390,1.21,8.51,7.30049,0.00849
140881,140881,2.51,7.21,4.70023,0.08119
154418,154418,2.71,6.31,3.60095,0.09568
196630,196630,3.31,5.61,2.30897,0.06312
104805,104805,2.01,6.61,4.60025,0.03712
536729,536729,8.11,2.01,6.10059,0.0371
64099,64099,1.41,9.11,7.70035,-2e-05
679910,679910,10.11,1.21,8.9004,0.00852
67144,67144,1.51,4.01,2.50065,0.00959
224402,224402,3.71,4.81,1.10109,0.02633
350969,350969,5.51,1.71,3.80029,0.01324
507531,507531,7.71,1.31,6.40025,0.00164
525465,525465,7.91,5.81,2.10942,0.04602
107084,107084,2.01,9.41,7.40144,0.03714
340078,340078,5.31,6.91,1.62997,0.00744
425258,425258,6.51,5.51,1.02387,0.04268
491716,491716,7.41,9.41,2.00806,0.03697
107432,107432,2.01,9.81,7.80294,0.03715
576861,576861,8.61,7.31,1.36112,0.00027
527391,527391,7.91,9.31,1.40384,-3e-05
426101,426101,6.51,7.71,1.2042,0.00905
29272,29272,0.91,10.11,9.20116,0.08595
357784,357784,5.61,1.31,4.30046,0.00215
489923,489923,7.41,6.11,1.30621,0.00178
246998,246998,4.01,6.31,2.30508,0.06356
43423,43423,1.11,9.91,8.80118,0.02255
398183,398183,6.11,8.41,2.30568,0.06367
465676,465676,7.11,2.51,4.60522,0.08119
651938,651938,9.71,2.31,7.40171,0.06409
82316,82316,1.71,5.11,3.40325,0.01403
699701,699701,10.31,7.71,2.60487,0.08899
565687,565687,8.51,2.31,6.20393,0.06405
590180,590180,8.81,6.11,2.70146,0.09644
447830,447830,6.81,8.11,1.31232,0.00157
518561,518561,7.81,6.11,1.71827,0.01316
94904,94904,1.91,3.11,1.20132,0.03765
161236,161236,2.81,5.91,3.10231,0.09638
663333,663333,9.81,7.51,2.33307,0.06613
324003,324003,5.11,3.61,1.5009,0.003
408542,408542,6.31,2.41,3.90351,0.07261
308692,308692,4.91,2.21,2.70286,0.05041
122112,122112,2.21,10.41,8.20104,0.05517
272490,272490,4.41,1.51,2.90029,0.00666
90978,90978,1.81,7.11,5.30048,0.02005
180138,180138,3.11,1.71,1.40317,0.02523
673157,673157,10.01,1.81,8.20042,0.02013
34595,34595,1.01,7.81,6.80048,0.0468
324278,324278,5.11,3.91,1.20768,0.00998
46576,46576,1.21,5.01,3.80028,0.01004
217374,217374,3.61,4.91,1.30217,0.00396
461206,461206,7.01,5.91,1.11139,0.02222
147311,147311,2.61,6.31,3.70159,0.08859
535121,535121,8.01,10.01,2.00565,0.03677
642560,642560,9.51,8.61,0.94541,0.07003
505943,505943,7.61,9.31,1.7121,0.01278
546863,546863,8.21,5.71,2.5067,0.08096
380824,380824,5.91,3.41,2.50215,0.07919
386427,386427,6.01,1.51,4.50061,0.00208
62602,62602,1.41,7.21,5.80093,-9e-05
636674,636674,9.51,1.21,8.30172,0.00852
532821,532821,8.01,6.01,2.02839,0.03873
315509,315509,5.01,1.81,3.20308,0.0216
673791,673791,10.01,2.61,7.40047,0.0894
282928,282928,4.51,6.71,2.20873,0.05499
181077,181077,3.11,4.01,0.90617,0.09414
325400,325400,5.11,6.41,1.31242,0.00161
310046,310046,4.91,3.91,1.01143,0.04783
330710,330710,5.21,3.01,2.20792,0.05345
275994,275994,4.41,6.91,2.51475,0.08156
590362,590362,8.81,6.31,2.50619,0.08094
86137,86137,1.71,9.91,8.20168,0.01265
84257,84257,1.71,7.61,5.90042,0.01258
140942,140942,2.51,7.21,4.70356,0.08119
90351,90351,1.81,6.31,4.50091,0.02017
95174,95174,1.91,3.41,1.50326,0.01579
67178,67178,1.51,4.01,2.50202,0.00959
450479,450479,6.91,1.41,5.50074,-8e-05
508353,508353,7.71,2.31,5.40142,0.06402
92952,92952,1.81,9.51,7.7026,0.02013
84216,84216,1.71,7.51,5.80176,0.01257
308808,308808,4.91,2.41,2.50051,0.0571
196277,196277,3.31,5.21,1.90405,0.02877
266351,266351,4.31,2.71,1.60261,0.01093
611992,611992,9.11,6.41,2.70525,0.09674
308485,308485,4.91,2.01,2.90029,0.03716
128879,128879,2.31,9.91,7.60405,0.06409
540169,540169,8.11,6.31,1.80626,0.01978
592231,592231,8.81,9.61,0.91714,0.08253
47073,47073,1.21,5.61,4.4006,0.00895
141338,141338,2.51,7.71,5.20311,0.08121
310842,310842,4.91,6.01,1.11409,0.02193
468162,468162,7.11,5.71,1.4025,-0.0001
415530,415530,6.41,2.31,4.10034,0.06401
344593,344593,5.41,2.61,2.80195,0.07765
512563,512563,7.71,8.61,0.94973,0.06824
453171,453171,6.91,4.81,2.10159,0.04531
710521,710521,10.51,2.61,7.90028,0.0894
144072,144072,2.61,1.11,1.50224,0.0831
365075,365075,5.71,1.51,4.20085,0.00228
245215,245215,4.01,3.01,1.00204,0.05656
106127,106127,2.01,8.21,6.20164,0.0371
416860,416860,6.41,3.91,2.50794,0.0808
505354,505354,7.61,8.51,0.98862,0.05375
140713,140713,2.51,6.91,4.40468,0.08117
129178,129178,2.31,10.31,8.00249,0.0641
239916,239916,3.91,6.31,2.41298,0.07287
568678,568678,8.51,6.11,2.4063,0.07247
496879,496879,7.51,5.81,1.7247,0.01361
88898,88898,1.81,4.51,2.7006,0.02228
390787,390787,6.01,8.01,2.02487,0.03842
149839,149839,2.61,9.41,6.80486,0.08938
619637,619637,9.21,6.91,2.33404,0.0662
425967,425967,6.51,7.51,1.01872,0.04416
32001,32001,1.01,4.61,3.60008,0.04944
314728,314728,5.01,0.91,4.10012,0.08681
188477,188477,3.21,4.31,1.11613,0.02648
680426,680426,10.11,1.81,8.30204,0.02014
88324,88324,1.81,3.81,2.00027,0.01775
44580,44580,1.21,2.51,1.30051,0.08612
389857,389857,6.01,6.91,0.90866,0.08653
577055,577055,8.61,7.61,1.02318,0.04289
565596,565596,8.51,2.21,6.30289,0.05512
580152,580152,8.71,2.51,6.20136,0.08125
105610,105610,2.01,7.61,5.60034,0.03708
109320,109320,2.11,3.31,1.20288,0.03065
122083,122083,2.21,10.41,8.20021,0.05517
40326,40326,1.11,6.11,5.00013,0.02264
103116,103116,2.01,4.41,2.40467,0.0327
61914,61914,1.41,6.31,4.9022,3e-05
41599,41599,1.11,7.61,6.50175,0.02249
230402,230402,3.81,2.31,1.50039,0.01111
593467,593467,8.91,1.21,7.70046,0.0085
308998,308998,4.91,2.61,2.30258,0.0546
448538,448538,6.81,9.01,2.20444,0.05464
440779,440779,6.71,8.21,1.5116,0.00192
565029,565029,8.51,1.51,7.0015,0.00187
569421,569421,8.51,7.01,1.52581,0.00244
678343,678343,10.01,8.31,1.70358,0.01221
699628,699628,10.31,7.61,2.70672,0.09688
666591,666591,9.91,2.61,7.30122,0.08939
127462,127462,2.31,8.21,5.90078,0.06404
174518,174518,3.01,4.71,1.70385,0.01489
344049,344049,5.41,1.91,3.50193,0.02902
701041,701041,10.31,9.31,1.11039,0.02248
372841,372841,5.81,2.31,3.50196,0.06365
41561,41561,1.11,7.61,6.50066,0.02249
58005,58005,1.31,10.41,9.10013,0.00171
402664,402664,6.21,4.01,2.20302,0.0545
54763,54763,1.31,6.31,5.0009,0.00174
583965,583965,8.71,7.31,1.40424,-4e-05
556192,556192,8.31,9.41,1.17319,0.0127
181569,181569,3.11,4.61,1.50624,0.00529
439607,439607,6.71,5.61,1.13424,0.01829
97052,97052,1.91,5.81,3.9004,0.02865
338840,338840,5.31,4.31,1.01127,0.04707
156641,156641,2.71,9.11,6.40024,0.0971
386713,386713,6.01,1.81,4.20308,0.02028
252537,252537,4.11,3.21,0.91187,0.09034
52087,52087,1.31,3.01,1.70023,0.03338
419826,419826,6.41,8.71,2.3202,0.06496
319226,319226,5.01,7.61,2.60427,0.08886
525278,525278,7.91,5.61,2.30224,0.06334
103925,103925,2.01,5.51,3.50027,0.03751
368958,368958,5.71,7.41,1.73251,0.01417
152446,152446,2.71,3.81,1.10561,0.03397
651529,651529,9.71,1.81,7.90093,0.02013
627147,627147,9.31,7.31,2.03669,0.03952
615646,615646,9.21,2.01,7.2002,0.03714
426941,426941,6.51,8.71,2.21585,0.05565
540501,540501,8.11,6.71,1.41439,-4e-05
29162,29162,0.91,10.01,9.10053,0.08595
694470,694470,10.31,1.11,9.20118,0.02255
83769,83769,1.71,7.01,5.30026,0.01257
47422,47422,1.21,6.01,4.8014,0.00867
100609,100609,1.91,10.21,8.30154,0.02841
390561,390561,6.01,7.81,1.80159,0.0194
47093,47093,1.21,5.61,4.40113,0.00895
95185,95185,1.91,3.41,1.5043,0.01579
27646,27646,0.91,8.11,7.20061,0.08591
266644,266644,4.31,3.11,1.20089,0.0148
222427,222427,3.71,1.21,2.50055,0.02111
95731,95731,1.91,4.11,2.20247,0.02419
253316,253316,4.11,5.31,1.20782,0.00955
141018,141018,2.51,7.31,4.80319,0.0812
597763,597763,8.91,6.61,2.30221,0.06338
626581,626581,9.31,6.61,2.72149,0.09796
556139,556139,8.31,9.41,1.11194,0.02219
181798,181798,3.11,4.91,1.80392,0.02136
174875,174875,3.01,5.11,2.10906,0.04548
496438,496438,7.51,5.31,2.20461,0.0546
280720,280720,4.51,2.91,1.60045,0.00978
61796,61796,1.41,6.21,4.80079,7e-05
671094,671094,9.91,8.21,1.7347,0.0144
441172,441172,6.71,8.71,2.00675,0.03683
702614,702614,10.41,2.01,8.40296,0.03716
34341,34341,1.01,7.51,6.50027,0.04678
485783,485783,7.41,0.91,6.50045,0.08589
218279,218279,3.61,6.01,2.40432,0.07183
496714,496714,7.51,5.61,1.91892,0.02909
52862,52862,1.31,3.91,2.60182,0.01141
230182,230182,3.81,2.01,1.80103,0.01765
253495,253495,4.11,5.51,1.41245,0.00057
561993,561993,8.41,6.71,1.71093,0.01268
32582,32582,1.01,5.31,4.3003,0.04747
489130,489130,7.41,5.11,2.30419,0.0635
404593,404593,6.21,7.51,1.31328,0.00151
491778,491778,7.41,9.51,2.10245,0.04544
127783,127783,2.31,8.61,6.3008,0.06406
33770,33770,1.01,6.81,5.80015,0.04678
395610,395610,6.11,4.11,2.00156,0.03648
279669,279669,4.51,1.51,3.00247,0.00601
510484,510484,7.71,5.01,2.70144,0.0964
116558,116558,2.21,3.41,1.20825,0.02735
282184,282184,4.51,5.81,1.30536,0.00217
158678,158678,2.81,1.61,1.20174,0.05376
75001,75001,1.61,4.91,3.30123,0.00846
584258,584258,8.71,7.61,1.15051,0.01581
383687,383687,5.91,8.11,2.20219,0.0544
147103,147103,2.61,6.01,3.40436,0.08736
76033,76033,1.61,6.21,4.60084,0.00646
685657,685657,10.11,8.41,1.70749,0.01248
323469,323469,5.11,2.91,2.20223,0.05227
289909,289909,4.61,6.51,1.91711,0.029
107185,107185,2.01,9.51,7.50253,0.03715
32495,32495,1.01,5.21,4.20021,0.04762
366564,366564,5.71,3.41,2.30067,0.06268
316373,316373,5.01,2.91,2.10508,0.04468
381448,381448,5.91,4.21,1.70158,0.01228
74518,74518,1.61,4.31,2.70119,0.01127
536545,536545,8.11,1.71,6.40274,0.0126
590694,590694,8.81,6.71,2.11254,0.04633
48601,48601,1.21,7.51,6.30074,0.00845
69239,69239,1.51,6.61,5.10094,0.00187
287780,287780,4.61,2.81,1.80159,0.0217
412512,412512,6.31,8.51,2.20773,0.05492
297411,297411,4.71,7.01,2.30993,0.06401
139428,139428,2.51,5.31,2.80506,0.07207
710319,710319,10.51,2.31,8.20156,0.0641
44664,44664,1.21,2.61,1.4006,0.07197
378890,378890,5.91,1.01,4.90015,0.04699
68705,68705,1.51,5.91,4.40201,0.00213
83706,83706,1.71,6.91,5.20066,0.01258
237919,237919,3.91,2.71,1.21183,0.01789
457475,457475,7.01,1.21,5.80116,0.00845
95932,95932,1.91,4.41,2.50048,0.02787
543193,543193,8.21,1.11,7.10066,0.02251
50468,50468,1.21,9.81,8.60147,0.00852
428766,428766,6.61,1.01,5.60044,0.0468
636463,636463,9.51,1.01,8.5003,0.04684
678422,678422,10.01,8.41,1.60352,0.00604
513589,513589,7.71,9.91,2.21547,0.05565
648954,648954,9.61,7.61,2.01205,0.03733
577824,577824,8.61,9.61,1.02281,0.04302
359770,359770,5.61,3.81,1.80147,0.01991
529911,529911,8.01,2.41,5.60188,0.07277
700790,700790,10.31,9.01,1.36596,0.00023
75596,75596,1.61,5.61,4.00286,0.00685
536377,536377,8.11,1.51,6.60197,0.00186
106806,106806,2.01,9.11,7.10024,0.03714
641911,641911,9.51,7.81,1.71618,0.01308
565368,565368,8.51,1.91,6.60312,0.02837
266727,266727,4.31,3.21,1.10127,0.02925
612787,612787,9.11,7.41,1.70748,0.01246
158388,158388,2.81,1.21,1.60226,0.05291
379995,379995,5.91,2.31,3.6047,0.06379
243770,243770,4.01,1.21,2.80022,0.01689
607582,607582,9.11,0.91,8.20014,0.08594
456105,456105,6.91,9.51,2.61509,0.08979
209115,209115,3.51,2.31,1.20835,0.02502
314997,314997,5.01,1.21,3.80071,0.01004
591121,591121,8.81,7.21,1.63803,0.00796
103361,103361,2.01,4.81,2.80021,0.03675
369551,369551,5.71,8.21,2.5067,0.08096
289106,289106,4.61,5.51,0.92823,0.07772
281359,281359,4.51,3.61,0.92403,0.08181
93621,93621,1.81,10.41,8.60051,0.02014
217702,217702,3.61,5.31,1.70274,0.01307
146042,146042,2.61,4.71,2.10309,0.04171
572889,572889,8.61,2.41,6.20093,0.07279
230837,230837,3.81,2.81,1.00477,0.05829
360449,360449,5.61,4.61,1.01678,0.04511
426327,426327,6.51,7.91,1.44303,0.00023
326308,326308,5.11,7.51,2.41695,0.07335
76078,76078,1.61,6.21,4.60287,0.00646
443138,443138,6.81,1.11,5.70138,0.02249
259225,259225,4.21,2.71,1.50212,0.00784
302743,302743,4.81,3.71,1.10412,0.02575
541777,541777,8.11,9.31,1.26091,0.00429
687553,687553,10.21,1.71,8.50013,0.01265
124118,124118,2.31,4.01,1.70252,0.01617
666191,666191,9.91,2.11,7.80092,0.04613
695115,695115,10.31,1.91,8.40249,0.02841
572977,572977,8.61,2.51,6.10137,0.08125
106568,106568,2.01,8.81,6.80028,0.03713
343222,343222,5.41,0.91,4.50027,0.08631
357777,357777,5.61,1.31,4.30032,0.00215
548906,548906,8.21,9.31,1.12273,0.02026
374721,374721,5.81,4.71,1.10152,0.0244
532895,532895,8.01,6.11,1.9266,0.02977
513764,513764,7.71,10.11,2.42303,0.07395
237984,237984,3.91,2.81,1.10964,0.03181
56249,56249,1.31,8.21,6.90018,0.00166
261685,261685,4.21,6.91,2.70093,0.09619
60027,60027,1.41,4.01,2.60066,0.00833
316156,316156,5.01,2.61,2.40689,0.06068
504348,504348,7.61,6.21,1.43159,7e-05
384157,384157,5.91,8.61,2.72424,0.09815
302916,302916,4.81,3.91,0.90897,0.08775
26741,26741,0.91,7.01,6.10024,0.08588
643864,643864,9.61,1.21,8.40119,0.00852
433259,433259,6.61,7.71,1.12123,0.02048
301876,301876,4.81,2.61,2.20246,0.04829
127728,127728,2.31,8.51,6.20202,0.06405
650897,650897,9.71,1.01,8.70062,0.04684
123756,123756,2.31,3.51,1.20852,0.025
266467,266467,4.31,2.81,1.50837,0.00727
66538,66538,1.51,3.21,1.70238,0.02004
397040,397040,6.11,7.01,0.90263,0.08952
156489,156489,2.71,8.91,6.20045,0.09709
369307,369307,5.71,7.91,2.20623,0.05476
68925,68925,1.51,6.21,4.70116,0.00199
203956,203956,3.41,5.91,2.50348,0.07929
155797,155797,2.71,8.01,5.30183,0.09706
607719,607719,9.11,1.01,8.10124,0.04683
81897,81897,1.71,4.61,2.90221,0.01563
680490,680490,10.11,1.91,8.20141,0.02841
634575,634575,9.41,7.61,1.83296,0.02197
701884,701884,10.41,1.11,9.30118,0.02256
557644,557644,8.41,1.31,7.10009,0.00167
239896,239896,3.91,6.31,2.40815,0.07246
343577,343577,5.41,1.31,4.10141,0.0024
701677,701677,10.41,0.91,9.50018,0.08595
302222,302222,4.81,3.01,1.80742,0.02183
308716,308716,4.91,2.21,2.70508,0.05045
133879,133879,2.41,7.31,4.90172,0.07275
628724,628724,9.31,10.31,1.05758,0.03377
386526,386526,6.01,1.61,4.40132,0.00655
90429,90429,1.81,6.41,4.60083,0.02014
322953,322953,5.11,2.21,2.90462,0.05283
77213,77213,1.61,7.71,6.10031,0.00632
265193,265193,4.31,1.21,3.102,0.01387
428839,428839,6.61,1.11,5.50037,0.02251
253520,253520,4.11,5.61,1.50085,0.00208
314881,314881,5.01,1.11,3.90009,0.02398
174410,174410,3.01,4.61,1.60108,0.0093
124818,124818,2.31,4.91,2.60087,0.05481
98801,98801,1.91,8.01,6.10015,0.02835
496911,496911,7.51,5.91,1.60495,0.00603
275290,275290,4.41,6.11,1.70197,0.01221
527349,527349,7.91,9.21,1.32837,0.00105
265599,265599,4.31,1.71,2.60381,0.01643
366239,366239,5.71,2.91,2.80798,0.09095
530176,530176,8.01,2.71,5.30436,0.09706
67980,67980,1.51,5.01,3.5019,0.00361
333540,333540,5.21,7.71,2.50354,0.08068
472886,472886,7.21,2.61,4.60445,0.08929
225000,225000,3.71,5.51,1.80561,0.02035
316066,316066,5.01,2.51,2.50511,0.06187
434397,434397,6.61,9.11,2.51905,0.08201
46230,46230,1.21,4.51,3.30184,0.01238
63108,63108,1.41,7.81,6.40183,-7e-05
455017,455017,6.91,8.11,1.26009,0.00431
716109,716109,10.51,9.51,1.11013,0.02253
75782,75782,1.61,5.91,4.30054,0.00661
325466,325466,5.11,6.51,1.4069,-3e-05
395871,395871,6.11,4.41,1.70566,0.01246
102953,102953,2.01,4.21,2.20456,0.02863
361072,361072,5.61,6.51,0.91497,0.08352
133818,133818,2.41,7.21,4.80303,0.07275
453140,453140,6.91,4.71,2.21171,0.05524
465632,465632,7.11,2.51,4.60161,0.08119
259054,259054,4.21,2.51,1.70099,0.01608
472660,472660,7.21,2.41,4.80026,0.07275
35531,35531,1.01,9.01,8.00015,0.04683
27908,27908,0.91,8.41,7.50109,0.08592
247059,247059,4.01,6.41,2.40224,0.072
97000,97000,1.91,5.71,3.80142,0.02872
549893,549893,8.21,10.51,2.32959,0.06583
455179,455179,6.91,8.41,1.50214,0.00162
125560,125560,2.31,5.81,3.5019,0.06365
681157,681157,10.11,2.71,7.4044,0.09712
414931,414931,6.41,1.51,4.90122,0.00192
572784,572784,8.61,2.31,6.30017,0.06406
167687,167687,2.91,5.11,2.20068,0.05214
379389,379389,5.91,1.61,4.30073,0.00661
578914,578914,8.71,0.91,7.80126,0.08593
325395,325395,5.11,6.41,1.31044,0.00169
422423,422423,6.51,2.01,4.50049,0.03713
109924,109924,2.11,4.11,2.00035,0.02584
175157,175157,3.01,5.51,2.50296,0.07566
501495,501495,7.61,2.71,4.90052,0.09704
