,Unnamed: 0,r1,r2,r3,v
506542,506542,7.61,10.01,2.4313,0.07466
394158,394158,6.11,2.21,3.90456,0.05513
27459,27459,0.91,7.91,7.00022,0.0859
695545,695545,10.31,2.51,7.80066,0.08129
615918,615918,9.21,2.31,6.90133,0.06408
498613,498613,7.51,9.11,1.60462,0.00608
521152,521152,7.81,10.41,2.61701,0.08996
519850,519850,7.81,8.81,1.01581,0.04506
520425,520425,7.81,9.51,1.71874,0.01326
253739,253739,4.11,5.81,1.712,0.01307
27338,27338,0.91,7.71,6.80086,0.0859
644417,644417,9.61,1.91,7.7017,0.0284
470005,470005,7.11,9.01,1.93553,0.03059
489401,489401,7.41,5.41,2.01503,0.03752
536168,536168,8.11,1.31,6.80033,0.00166
166940,166940,2.91,4.11,1.20873,0.01586
394422,394422,6.11,2.61,3.50111,0.08789
223590,223590,3.71,2.61,1.10975,0.03476
127697,127697,2.31,8.51,6.2006,0.06405
121232,121232,2.21,9.31,7.10108,0.05515
326390,326390,5.11,7.61,2.51725,0.08181
628780,628780,9.31,10.41,1.12221,0.02037
491804,491804,7.41,9.51,2.11106,0.04622
37927,37927,1.11,3.11,2.00017,0.05068
165330,165330,2.91,1.01,1.90104,0.08339
549422,549422,8.21,9.91,1.74686,0.01529
429379,429379,6.61,1.81,4.80022,0.0201
699923,699923,10.31,7.91,2.44263,0.07563
419681,419681,6.41,8.51,2.13063,0.04796
642341,642341,9.51,8.31,1.25937,0.0044
361839,361839,5.61,7.41,1.83082,0.02172
372138,372138,5.81,1.41,4.40156,0.00028
316582,316582,5.01,3.21,1.80217,0.02101
656953,656953,9.71,8.61,1.11581,0.02149
433337,433337,6.61,7.81,1.21842,0.00765
716158,716158,10.51,9.61,0.9557,0.06587
585331,585331,8.71,10.01,1.32663,0.00111
450541,450541,6.91,1.51,5.40036,0.00183
494175,494175,7.51,2.51,5.00021,0.0812
579031,579031,8.71,1.11,7.60047,0.02253
513026,513026,7.71,9.21,1.51887,0.0022
369707,369707,5.71,8.41,2.7054,0.09673
119312,119312,2.21,6.91,4.70121,0.05509
368297,368297,5.71,6.61,0.93354,0.07505
612719,612719,9.11,7.31,1.81218,0.02029
395865,395865,6.11,4.41,1.70441,0.01238
273794,273794,4.41,3.11,1.30423,0.00666
142241,142241,2.51,8.91,6.40021,0.08126
529112,529112,8.01,1.41,6.60096,-6e-05
433885,433885,6.61,8.51,1.90788,0.02819
42367,42367,1.11,8.61,7.50079,0.02253
628892,628892,9.31,10.51,1.26146,0.00427
369666,369666,5.71,8.31,2.61848,0.09001
358961,358961,5.61,2.81,2.80034,0.08693
172802,172802,3.01,1.51,1.5002,0.02857
158527,158527,2.81,1.41,1.40175,0.04409
469202,469202,7.11,8.01,0.96076,0.06385
318132,318132,5.01,6.21,1.21833,0.00777
114968,114968,2.11,10.41,8.30029,0.04614
673678,673678,10.01,2.41,7.60265,0.07283
259586,259586,4.21,3.11,1.11203,0.02808
148011,148011,2.61,7.21,4.60054,0.08929
230263,230263,3.81,2.11,1.7012,0.01571
340654,340654,5.31,7.71,2.40272,0.07213
486431,486431,7.41,1.71,5.70125,0.01257
379486,379486,5.91,1.71,4.20144,0.01286
401310,401310,6.21,2.31,3.90127,0.06397
433260,433260,6.61,7.71,1.12196,0.02035
98621,98621,1.91,7.71,5.80229,0.02834
29132,29132,0.91,10.01,9.10014,0.08595
679703,679703,10.11,0.91,9.20086,0.08595
460481,460481,7.01,5.01,2.00426,0.03657
420123,420123,6.41,9.11,2.70899,0.09702
196685,196685,3.31,5.71,2.40457,0.07096
622506,622506,9.31,1.51,7.80192,0.0019
323749,323749,5.11,3.21,1.90937,0.02933
635262,635262,9.41,8.51,0.92447,0.07913
347427,347427,5.41,7.21,1.82239,0.02104
152765,152765,2.71,4.21,1.50441,0.00789
479452,479452,7.31,1.91,5.40179,0.02832
282139,282139,4.51,5.71,1.21826,0.00805
189178,189178,3.21,5.21,2.00698,0.03736
554150,554150,8.31,5.81,2.52284,0.08229
344720,344720,5.41,2.81,2.60032,0.07736
264916,264916,4.31,0.91,3.4005,0.08966
347430,347430,5.41,7.21,1.82395,0.02117
636077,636077,9.41,10.51,1.14084,0.0173
310155,310155,4.91,4.01,0.92672,0.07918
27572,27572,0.91,8.01,7.10073,0.08591
321933,321933,5.11,1.01,4.10019,0.0478
289619,289619,4.61,6.21,1.60375,0.00612
371907,371907,5.81,1.11,4.70143,0.0228
194250,194250,3.31,1.61,1.70039,0.01721
447782,447782,6.81,8.01,1.23742,0.00599
366405,366405,5.71,3.21,2.50063,0.07779
141810,141810,2.51,8.31,5.80242,0.08123
426236,426236,6.51,7.81,1.33564,0.00079
672854,672854,10.01,1.41,8.60066,-1e-05
266000,266000,4.31,2.31,2.00028,0.03042
41542,41542,1.11,7.61,6.50032,0.02249
187394,187394,3.21,1.91,1.30189,0.02585
103849,103849,2.01,5.41,3.40037,0.03756
189212,189212,3.21,5.31,2.10115,0.04529
630582,630582,9.41,2.61,6.80358,0.08938
503872,503872,7.61,5.61,2.02207,0.03815
124779,124779,2.31,4.81,2.50381,0.05209
140174,140174,2.51,6.31,3.80066,0.08085
27170,27170,0.91,7.51,6.6007,0.08589
148791,148791,2.61,8.11,5.50438,0.08934
540298,540298,8.11,6.41,1.73295,0.01423
663019,663019,9.81,7.11,2.73051,0.09865
634856,634856,9.41,8.01,1.41124,-1e-05
150291,150291,2.61,10.01,7.40245,0.0894
658723,658723,9.81,1.81,8.00042,0.02013
590718,590718,8.81,6.71,2.12522,0.04748
379144,379144,5.91,1.31,4.60045,0.00192
330769,330769,5.21,3.11,2.10504,0.04544
155148,155148,2.71,7.21,4.50138,0.09698
138867,138867,2.51,4.61,2.10572,0.04028
318753,318753,5.01,7.01,2.00678,0.03679
258678,258678,4.21,2.01,2.20178,0.02854
351288,351288,5.51,2.11,3.40037,0.04621
322375,322375,5.11,1.51,3.60166,0.0033
414811,414811,6.41,1.41,5.00018,0.0
491295,491295,7.41,8.91,1.50244,0.00164
102882,102882,2.01,4.21,2.20026,0.02849
243704,243704,4.01,1.11,2.90041,0.03057
578245,578245,8.61,10.11,1.53436,0.0028
532493,532493,8.01,5.61,2.41851,0.0735
139638,139638,2.51,5.61,3.1021,0.07739
328988,328988,5.21,0.91,4.30035,0.08651
142462,142462,2.51,9.11,6.6032,0.08126
71429,71429,1.51,9.31,7.80196,0.0019
325777,325777,5.11,6.91,1.8037,0.01956
431649,431649,6.61,4.61,2.00633,0.03679
637038,637038,9.51,1.71,7.801,0.01264
585728,585728,8.71,10.51,1.81811,0.02079
447894,447894,6.81,8.21,1.40495,-6e-05
612058,612058,9.11,6.51,2.60247,0.08878
111449,111449,2.11,6.01,3.90038,0.04619
57470,57470,1.31,9.71,8.40052,0.0017
429145,429145,6.61,1.51,5.10026,0.00187
114075,114075,2.11,9.21,7.10339,0.04612
35532,35532,1.01,9.01,8.00016,0.04683
387822,387822,6.01,3.21,2.80636,0.09829
304355,304355,4.81,6.81,2.0068,0.03681
338925,338925,5.31,4.41,0.91499,0.08399
230858,230858,3.81,2.81,1.00891,0.057
223554,223554,3.71,2.61,1.10353,0.03595
67375,67375,1.51,4.31,2.80039,0.00734
395265,395265,6.11,3.61,2.50874,0.0804
194421,194421,3.31,1.81,1.50092,0.01765
477320,477320,7.21,9.21,2.0442,0.04019
308554,308554,4.91,2.01,2.90413,0.03718
529114,529114,8.01,1.41,6.60102,-6e-05
152396,152396,2.71,3.71,1.01265,0.05743
470577,470577,7.11,9.81,2.70143,0.09647
557392,557392,8.41,0.91,7.50109,0.08592
229710,229710,3.81,1.41,2.40077,0.01057
45714,45714,1.21,3.91,2.7007,0.01813
210178,210178,3.51,4.81,1.30258,0.00435
38452,38452,1.11,3.71,2.60113,0.03478
64831,64831,1.41,10.01,8.60059,-1e-05
132519,132519,2.41,5.61,3.20202,0.07078
634415,634415,9.41,7.41,2.02894,0.03883
318514,318514,5.01,6.71,1.70791,0.01245
620645,620645,9.21,8.21,1.04045,0.03812
224734,224734,3.71,5.21,1.50205,0.00277
26545,26545,0.91,6.71,5.80104,0.08589
71207,71207,1.51,9.11,7.60018,0.00189
194539,194539,3.31,1.91,1.40387,0.01906
422618,422618,6.51,2.21,4.30225,0.05511
315292,315292,5.01,1.61,3.40034,0.0081
572853,572853,8.61,2.31,6.30343,0.06406
434304,434304,6.61,9.01,2.4135,0.07311
301865,301865,4.81,2.61,2.20159,0.04823
310930,310930,4.91,6.11,1.21672,0.00796
665365,665365,9.91,1.11,8.8001,0.02255
46213,46213,1.21,4.51,3.30121,0.01238
87970,87970,1.81,3.31,1.50269,0.01764
39017,39017,1.11,4.41,3.30121,0.02686
365729,365729,5.71,2.31,3.40254,0.06346
408524,408524,6.31,2.41,3.90213,0.07261
665881,665881,9.91,1.71,8.20102,0.01265
243558,243558,4.01,0.91,3.10054,0.09235
102234,102234,2.01,3.31,1.3062,0.02261
133393,133393,2.41,6.71,4.30145,0.07272
518705,518705,7.81,6.31,1.51264,0.00194
53363,53363,1.31,4.61,3.30013,0.0051
338350,338350,5.31,3.71,1.60423,0.00699
93590,93590,1.81,10.31,8.50244,0.02014
472118,472118,7.21,1.71,5.50052,0.01257
405345,405345,6.21,8.41,2.22289,0.05627
34704,34704,1.01,7.91,6.90112,0.0468
528852,528852,8.01,1.11,6.90034,0.02251
139112,139112,2.51,4.91,2.40596,0.05728
592845,592845,8.81,10.41,1.63499,0.00782
620719,620719,9.21,8.31,0.93723,0.07348
644929,644929,9.61,2.61,7.00029,0.08939
556903,556903,8.31,10.31,2.0364,0.03952
446805,446805,6.81,5.71,1.12629,0.0196
513528,513528,7.71,9.81,2.1284,0.04779
460357,460357,7.01,4.81,2.21278,0.05533
438698,438698,6.71,4.51,2.20614,0.05475
265522,265522,4.31,1.71,2.60019,0.01641
407806,407806,6.31,1.51,4.80115,0.00195
378923,378923,5.91,1.01,4.90066,0.04699
458351,458351,7.01,2.31,4.70245,0.06402
232165,232165,3.81,5.61,1.80103,0.01987
28584,28584,0.91,9.31,8.40027,0.08594
303702,303702,4.81,6.01,1.20584,0.00909
175255,175255,3.01,5.61,2.60502,0.08242
351580,351580,5.51,2.41,3.10376,0.07001
649141,649141,9.61,7.81,1.8328,0.02196
507961,507961,7.71,1.81,5.90133,0.02006
160638,160638,2.81,5.11,2.30822,0.05896
208073,208073,3.51,1.01,2.50168,0.06219
513718,513718,7.71,10.11,2.40303,0.07223
142789,142789,2.51,9.51,7.00371,0.08127
434075,434075,6.61,8.71,2.12053,0.04705
182200,182200,3.11,5.41,2.30362,0.06174
383485,383485,5.91,7.81,1.91406,0.02869
396143,396143,6.11,4.71,1.41932,0.00015
550514,550514,8.31,1.31,7.00069,0.00167
318327,318327,5.01,6.51,1.50219,0.00164
279537,279537,4.51,1.41,3.10039,0.00412
296640,296640,4.71,6.11,1.40114,0.0001
390942,390942,6.01,8.21,2.22062,0.05606
111419,111419,2.11,5.91,3.80281,0.04621
49730,49730,1.21,8.91,7.70094,0.0085
643232,643232,9.51,10.41,1.0079,0.0475
359961,359961,5.61,4.01,1.60718,0.0067
343486,343486,5.41,1.21,4.20093,0.00919
486990,486990,7.41,2.41,5.00195,0.07275
474650,474650,7.21,4.81,2.4171,0.07336
379196,379196,5.91,1.31,4.60213,0.00192
551252,551252,8.31,2.21,6.10233,0.05511
294278,294278,4.71,2.01,2.70162,0.03615
651025,651025,9.71,1.21,8.50018,0.00852
331023,331023,5.21,3.41,1.80932,0.02113
351455,351455,5.51,2.31,3.20067,0.06275
329584,329584,5.21,1.61,3.60226,0.00753
536065,536065,8.11,1.11,7.00163,0.02251
135129,135129,2.41,8.91,6.50038,0.0728
519184,519184,7.81,6.91,0.92204,0.08021
407911,407911,6.31,1.61,4.7024,0.00643
487125,487125,7.41,2.61,4.8008,0.08931
188781,188781,3.21,4.71,1.50906,0.00484
450672,450672,6.91,1.61,5.30223,0.00631
486063,486063,7.41,1.21,6.20183,0.00845
69392,69392,1.51,6.81,5.30072,0.00184
78405,78405,1.61,9.21,7.60017,0.00637
565765,565765,8.51,2.41,6.10399,0.07279
592754,592754,8.81,10.31,1.5259,0.00248
522568,522568,7.91,2.21,5.70064,0.0551
354381,354381,5.51,7.01,1.52304,0.00229
490137,490137,7.41,6.31,1.14632,0.01639
634684,634684,9.41,7.81,1.60462,0.00608
122048,122048,2.21,10.31,8.10179,0.05517
445547,445547,6.81,4.11,2.71309,0.09703
380802,380802,5.91,3.41,2.50054,0.07906
680131,680131,10.11,1.51,8.60018,0.00191
347361,347361,5.41,7.21,1.80132,0.01936
412158,412158,6.31,8.01,1.73571,0.01442
300834,300834,4.81,1.31,3.50072,0.00405
318918,318918,5.01,7.21,2.20758,0.05486
33683,33683,1.01,6.71,5.70009,0.04679
592474,592474,8.81,9.91,1.19625,0.00997
259609,259609,4.21,3.21,1.00157,0.0547
710053,710053,10.51,2.01,8.50044,0.03716
92396,92396,1.81,8.81,7.00288,0.02011
677889,677889,10.01,7.71,2.31106,0.06419
374655,374655,5.81,4.61,1.20376,0.00943
434072,434072,6.61,8.71,2.11891,0.04691
684995,684995,10.11,7.51,2.63301,0.09121
282695,282695,4.51,6.41,1.91173,0.02856
447528,447528,6.81,7.71,0.93228,0.0756
397810,397810,6.11,7.91,1.81799,0.02071
337891,337891,5.31,3.11,2.20519,0.05374
62875,62875,1.41,7.51,6.10215,-8e-05
275115,275115,4.41,5.81,1.4225,0.00034
301275,301275,4.81,1.81,3.00359,0.02202
612067,612067,9.11,6.51,2.6043,0.08892
464909,464909,7.11,1.61,5.50077,0.0063
491688,491688,7.41,9.31,1.94265,0.03121
139089,139089,2.51,4.91,2.40336,0.05714
252356,252356,4.11,3.01,1.10484,0.0304
450269,450269,6.91,1.11,5.80131,0.02248
648610,648610,9.61,7.21,2.40249,0.07217
273286,273286,4.41,2.51,1.90054,0.02736
361584,361584,5.61,7.11,1.52556,0.00238
556130,556130,8.31,9.41,1.10662,0.02318
438838,438838,6.71,4.71,2.00298,0.03648
116353,116353,2.21,3.21,1.00274,0.07264
644093,644093,9.61,1.51,8.10114,0.0019
275166,275166,4.41,5.91,1.51037,0.00214
125191,125191,2.31,5.31,3.00465,0.06144
332741,332741,5.21,6.71,1.50539,0.0017
554349,554349,8.31,6.11,2.20857,0.05498
301599,301599,4.81,2.21,2.6055,0.0487
229356,229356,3.81,0.91,2.90151,0.09488
181770,181770,3.11,4.91,1.80105,0.02115
43807,43807,1.11,10.41,9.30077,0.02256
147921,147921,2.61,7.11,4.50025,0.08928
369390,369390,5.71,8.01,2.30683,0.06375
309518,309518,4.91,3.21,1.71218,0.01476
637324,637324,9.51,2.11,7.40023,0.04612
319174,319174,5.01,7.51,2.5113,0.08131
145692,145692,2.61,4.31,1.70093,0.01592
455220,455220,6.91,8.41,1.51969,0.00221
513220,513220,7.71,9.41,1.74481,0.01513
69036,69036,1.51,6.31,4.80251,0.00195
261625,261625,4.21,6.81,2.60307,0.08865
293373,293373,4.71,0.91,3.80017,0.0876
188772,188772,3.21,4.71,1.50716,0.00478
612816,612816,9.11,7.41,1.72362,0.01359
325215,325215,5.11,6.21,1.10486,0.02357
110649,110649,2.11,5.01,2.90042,0.045
117653,117653,2.21,4.81,2.60299,0.04864
127913,127913,2.31,8.71,6.40373,0.06406
283048,283048,4.51,6.91,2.40141,0.072
208106,208106,3.51,1.11,2.40047,0.03866
460533,460533,7.01,5.01,2.0212,0.03808
188648,188648,3.21,4.61,1.40114,0.00347
353351,353351,5.51,4.61,0.93155,0.07625
386032,386032,6.01,1.01,5.00045,0.04695
534216,534216,8.01,8.81,0.88699,0.09769
534573,534573,8.01,9.31,1.3152,0.00149
330694,330694,5.21,3.01,2.20536,0.05324
61834,61834,1.41,6.21,4.80221,7e-05
153036,153036,2.71,4.51,1.80857,0.02223
173924,173924,3.01,4.01,1.00096,0.0569
267738,267738,4.31,5.51,1.21643,0.00842
672819,672819,10.01,1.31,8.70203,0.0017
601668,601668,9.01,2.51,6.50032,0.08126
287595,287595,4.61,2.51,2.10682,0.04035
345916,345916,5.41,4.21,1.22379,0.00786
54820,54820,1.31,6.41,5.10036,0.00171
665919,665919,9.91,1.71,8.20273,0.01265
337756,337756,5.31,2.91,2.40814,0.06754
457736,457736,7.01,1.51,5.50249,0.00183
83977,83977,1.71,7.21,5.50183,0.01257
188610,188610,3.21,4.51,1.30748,0.00581
196969,196969,3.31,6.11,2.80084,0.09944
474952,474952,7.21,5.21,2.01447,0.03747
43549,43549,1.11,10.11,9.00041,0.02255
150595,150595,2.61,10.41,7.80145,0.0894
585541,585541,8.71,10.31,1.60446,0.00609
300627,300627,4.81,1.01,3.80133,0.0486
367696,367696,5.71,4.81,0.90543,0.08836
246412,246412,4.01,5.61,1.60198,0.00642
308179,308179,4.91,1.61,3.3005,0.00846
672638,672638,10.01,1.11,8.90104,0.02255
103078,103078,2.01,4.41,2.40171,0.03263
105051,105051,2.01,6.91,4.90038,0.03708
629823,629823,9.41,1.71,7.70061,0.01264
28369,28369,0.91,9.01,8.10066,0.08593
658534,658534,9.81,1.51,8.3019,0.00191
138813,138813,2.51,4.61,2.10083,0.03995
246931,246931,4.01,6.21,2.20783,0.05494
680566,680566,10.11,2.01,8.10133,0.03716
513314,513314,7.71,9.61,1.90261,0.02777
384124,384124,5.91,8.61,2.71059,0.09712
450361,450361,6.91,1.21,5.7019,0.00845
110504,110504,2.11,4.81,2.701,0.04333
415128,415128,6.41,1.81,4.6002,0.02014
369314,369314,5.71,7.91,2.20822,0.05494
391038,391038,6.01,8.31,2.32846,0.06567
282762,282762,4.51,6.51,2.00774,0.03693
310645,310645,4.91,5.81,0.90273,0.08966
110574,110574,2.11,4.91,2.80059,0.0443
223467,223467,3.71,2.51,1.20236,0.02187
507334,507334,7.71,1.01,6.70095,0.04679
693661,693661,10.21,9.31,0.93425,0.07478
463030,463030,7.01,9.21,2.23459,0.05735
141159,141159,2.51,7.51,5.0018,0.0812
62989,62989,1.41,7.71,6.30057,-7e-05
98341,98341,1.91,7.41,5.5006,0.02833
557328,557328,8.41,0.91,7.50008,0.08592
518454,518454,7.81,6.01,1.80632,0.01977
132732,132732,2.41,5.91,3.50057,0.07207
650894,650894,9.71,1.01,8.70056,0.04684
85350,85350,1.71,8.91,7.20235,0.01263
150203,150203,2.61,9.91,7.30193,0.08939
556641,556641,8.31,10.01,1.72173,0.01348
684980,684980,10.11,7.51,2.62308,0.09043
503282,503282,7.61,4.91,2.70618,0.09675
55142,55142,1.31,6.81,5.50039,0.00164
71909,71909,1.51,9.91,8.40194,0.00191
374515,374515,5.81,4.41,1.4076,0.00027
201186,201186,3.41,1.31,2.10216,0.01994
439772,439772,6.71,5.81,0.94799,0.06893
82727,82727,1.71,5.71,4.00025,0.01301
637383,637383,9.51,2.11,7.40263,0.04612
671532,671532,9.91,8.81,1.11047,0.02246
132469,132469,2.41,5.51,3.10466,0.07002
174567,174567,3.01,4.81,1.80081,0.02134
74248,74248,1.61,4.01,2.40029,0.01266
43478,43478,1.11,10.01,8.90058,0.02255
694824,694824,10.31,1.61,8.70036,0.00639
34828,34828,1.01,8.11,7.10037,0.04681
408368,408368,6.31,2.21,4.1021,0.05512
81793,81793,1.71,4.51,2.80106,0.01594
345541,345541,5.41,3.81,1.60298,0.00674
140151,140151,2.51,6.21,3.70479,0.0807
702673,702673,10.41,2.11,8.30189,0.04614
92569,92569,1.81,9.11,7.30026,0.02012
33779,33779,1.01,6.81,5.80025,0.04678
590575,590575,8.81,6.51,2.33266,0.06606
518711,518711,7.81,6.31,1.51565,0.00204
555977,555977,8.31,9.21,0.91268,0.08464
38403,38403,1.11,3.71,2.60012,0.03479
536487,536487,8.11,1.71,6.40043,0.0126
104350,104350,2.01,6.01,4.00104,0.03726
146762,146762,2.61,5.61,3.00258,0.08259
615138,615138,9.21,1.31,7.90121,0.00169
387853,387853,6.01,3.31,2.70111,0.09301
127110,127110,2.31,7.71,5.40367,0.06402
138930,138930,2.51,4.71,2.20362,0.04622
498042,498042,7.51,8.31,0.89514,0.09338
133369,133369,2.41,6.71,4.30044,0.07272
111050,111050,2.11,5.51,3.40042,0.04621
372311,372311,5.81,1.61,4.20253,0.00667
641647,641647,9.51,7.51,2.00386,0.0366
83128,83128,1.71,6.21,4.50026,0.01272
580048,580048,8.71,2.41,6.30039,0.0728
83784,83784,1.71,7.01,5.3006,0.01257
644455,644455,9.61,2.01,7.60032,0.03715
547809,547809,8.21,6.91,1.30821,0.00173
27695,27695,0.91,8.21,7.30017,0.08591
49315,49315,1.21,8.41,7.20059,0.00849
210738,210738,3.51,5.51,2.00192,0.03681
308034,308034,4.91,1.41,3.50079,0.00201
239733,239733,3.91,6.11,2.20794,0.05495
296316,296316,4.71,5.61,0.93642,0.07406
43034,43034,1.11,9.41,8.30153,0.02254
243844,243844,4.01,1.31,2.70015,0.01021
231989,231989,3.81,5.31,1.5146,0.00297
259545,259545,4.21,3.11,1.10331,0.02972
29197,29197,0.91,10.01,9.10129,0.08595
273815,273815,4.41,3.11,1.30813,0.0065
45214,45214,1.21,3.31,2.1003,0.02994
651007,651007,9.71,1.11,8.60149,0.02255
429615,429615,6.61,2.11,4.50019,0.04609
348036,348036,5.41,8.01,2.60718,0.08911
402732,402732,6.21,4.11,2.10172,0.04541
315152,315152,5.01,1.41,3.60073,0.00165
607057,607057,9.01,10.21,1.24641,0.00533
556375,556375,8.31,9.71,1.40762,-2e-05
424318,424318,6.51,4.31,2.21414,0.05549
232176,232176,3.81,5.61,1.80212,0.01996
258554,258554,4.21,1.81,2.40385,0.02148
343806,343806,5.41,1.61,3.80137,0.00713
501059,501059,7.61,2.11,5.5022,0.04606
585361,585361,8.71,10.01,1.36346,0.00026
87893,87893,1.81,3.21,1.40304,0.0218
258213,258213,4.21,1.41,2.80155,0.00643
479952,479952,7.31,2.51,4.80435,0.0812
188596,188596,3.21,4.51,1.3048,0.00592
142005,142005,2.51,8.61,6.10031,0.08125
644457,644457,9.61,2.01,7.60036,0.03715
253564,253564,4.11,5.61,1.50863,0.00233
329285,329285,5.21,1.31,3.90015,0.00276
415374,415374,6.41,2.11,4.30039,0.04612
494258,494258,7.51,2.61,4.90029,0.08931
118505,118505,2.21,5.91,3.70098,0.0551
166688,166688,2.91,3.81,0.9078,0.09587
208366,208366,3.51,1.41,2.10141,0.01487
27798,27798,0.91,8.31,7.40047,0.08592
309374,309374,4.91,3.11,1.80135,0.02117
527987,527987,7.91,10.01,2.11797,0.04685
69069,69069,1.51,6.41,4.90065,0.00192
461007,461007,7.01,5.61,1.42957,4e-05
409855,409855,6.31,4.11,2.20188,0.0544
642041,642041,9.51,8.01,1.5034,0.00169
318080,318080,5.01,6.21,1.20143,0.00947
37970,37970,1.11,3.11,2.00116,0.05066
470333,470333,7.11,9.41,2.33653,0.06642
352369,352369,5.51,3.41,2.10585,0.04586
556557,556557,8.31,9.91,1.61977,0.00693
54461,54461,1.31,5.91,4.60152,0.00192
644992,644992,9.61,2.61,7.00372,0.08939
694818,694818,10.31,1.61,8.70025,0.00639
484582,484582,7.31,9.41,2.11359,0.04645
543825,543825,8.21,1.91,6.30096,0.02836
26966,26966,0.91,7.31,6.4001,0.08588
280378,280378,4.51,2.41,2.10432,0.03816
353992,353992,5.51,6.51,1.04086,0.03799
358469,358469,5.61,2.11,3.50368,0.04624
94957,94957,1.91,3.11,1.20638,0.03701
590382,590382,8.81,6.31,2.51288,0.08149
346763,346763,5.41,6.41,1.01875,0.04419
532497,532497,8.01,5.61,2.42029,0.07365
114549,114549,2.11,9.81,7.70292,0.04613
243708,243708,4.01,1.11,2.90049,0.03057
54736,54736,1.31,6.31,5.0003,0.00174
81555,81555,1.71,4.21,2.5012,0.01653
612427,612427,9.11,6.91,2.22319,0.05633
398554,398554,6.11,8.81,2.72409,0.09814
472821,472821,7.21,2.61,4.60033,0.08929
38151,38151,1.11,3.31,2.2019,0.04376
296619,296619,4.71,6.01,1.31854,0.00154
359536,359536,5.61,3.51,2.10167,0.04551
572918,572918,8.61,2.41,6.20252,0.07279
223563,223563,3.71,2.61,1.10479,0.0357
154099,154099,2.71,5.91,3.20105,0.09226
358804,358804,5.61,2.61,3.00039,0.08255
24658,24658,0.91,4.41,3.50023,0.08901
66504,66504,1.51,3.21,1.70076,0.02005
215882,215882,3.61,1.91,1.70214,0.01525
95493,95493,1.91,3.81,1.9028,0.01847
264888,264888,4.31,0.91,3.40012,0.08966
587518,587518,8.81,2.71,6.10353,0.09709
142644,142644,2.51,9.41,6.90027,0.08127
688394,688394,10.21,2.71,7.50195,0.09712
54338,54338,1.31,5.81,4.50034,0.00199
648462,648462,9.61,7.01,2.60488,0.08898
301763,301763,4.81,2.51,2.30038,0.05174
209912,209912,3.51,4.41,0.91978,0.08431
329811,329811,5.21,1.91,3.30209,0.02926
57468,57468,1.31,9.71,8.40048,0.0017
397734,397734,6.11,7.81,1.721,0.01336
605647,605647,9.01,7.41,1.64089,0.00814
533314,533314,8.01,6.71,1.30385,0.00191
46820,46820,1.21,5.31,4.10035,0.00934
380684,380684,5.91,3.21,2.70395,0.092
433909,433909,6.61,8.51,1.91873,0.02912
694659,694659,10.31,1.41,8.90023,-0.0
47397,47397,1.21,6.01,4.80068,0.00867
229578,229578,3.81,1.21,2.60148,0.01953
225287,225287,3.71,5.91,2.201,0.05431
636629,636629,9.51,1.21,8.30048,0.00852
483801,483801,7.31,8.41,1.14129,0.0172
210880,210880,3.51,5.71,2.2005,0.05418
692303,692303,10.21,7.61,2.61067,0.08945
63034,63034,1.41,7.71,6.30209,-7e-05
55203,55203,1.31,6.91,5.60012,0.00163
592543,592543,8.81,10.01,1.27085,0.00367
28305,28305,0.91,8.91,8.00101,0.08593
99029,99029,1.91,8.21,6.30271,0.02836
615351,615351,9.21,1.61,7.60064,0.00637
634939,634939,9.41,8.11,1.31418,0.00153
520951,520951,7.81,10.21,2.40222,0.07216
126578,126578,2.31,7.11,4.80068,0.06402
67628,67628,1.51,4.61,3.10071,0.00543
608160,608160,9.11,1.61,7.50067,0.00637
622997,622997,9.31,2.11,7.20367,0.04612
700995,700995,10.31,9.31,1.02999,0.04098
535586,535586,8.01,10.51,2.54314,0.08402
106940,106940,2.01,9.21,7.20226,0.03714
208632,208632,3.51,1.71,1.80387,0.01533
82160,82160,1.71,5.01,3.30014,0.01431
673364,673364,10.01,2.01,8.00244,0.03716
634198,634198,9.41,7.21,2.20188,0.05442
414699,414699,6.41,1.21,5.20115,0.00852
324276,324276,5.11,3.91,1.20716,0.01004
460011,460011,7.01,4.41,2.60442,0.08882
493321,493321,7.51,1.41,6.10051,-8e-05
598401,598401,8.91,7.41,1.50322,0.00167
153168,153168,2.71,4.71,2.00405,0.03579
489845,489845,7.41,6.01,1.40632,-9e-05
373358,373358,5.81,2.91,2.90768,0.09515
144022,144022,2.61,1.11,1.50047,0.08321
443281,443281,6.81,1.31,5.50109,0.00164
110733,110733,2.11,5.11,3.00054,0.04549
315695,315695,5.01,2.11,2.90062,0.045
141195,141195,2.51,7.51,5.00467,0.0812
139092,139092,2.51,4.91,2.40366,0.05715
400280,400280,6.21,1.01,5.2006,0.04688
547612,547612,8.21,6.61,1.62955,0.00744
42554,42554,1.11,8.81,7.70154,0.02253
536262,536262,8.11,1.41,6.70066,-5e-05
535393,535393,8.01,10.31,2.32013,0.065
300634,300634,4.81,1.01,3.80155,0.0486
414864,414864,6.41,1.41,5.00159,0.0
344972,344972,5.41,3.11,2.30103,0.06153
259736,259736,4.21,3.31,0.91221,0.08929
114450,114450,2.11,9.71,7.60182,0.04613
203934,203934,3.41,5.91,2.50128,0.07912
685480,685480,10.11,8.11,2.05123,0.04084
155688,155688,2.71,7.91,5.20045,0.09705
138593,138593,2.51,4.31,1.80232,0.02149
