,r1,r2,v
4812,5.31,7.11,0.17211
4813,5.31,7.21,0.17211
4814,5.31,7.31,0.17211
4815,5.31,7.41,0.17211
4816,5.31,7.51,0.17211
4817,5.31,7.61,0.17211
4818,5.31,7.71,0.17211
4819,5.31,7.81,0.17212
4820,5.31,7.91,0.17212
4821,5.31,8.01,0.17212
4822,5.31,8.11,0.17212
4823,5.31,8.21,0.17212
4824,5.31,8.31,0.17212
4825,5.31,8.41,0.17212
4826,5.31,8.51,0.17212
4827,5.31,8.61,0.17212
4828,5.31,8.71,0.17212
4829,5.31,8.81,0.17212
4830,5.31,8.91,0.17212
4831,5.31,9.01,0.17212
4832,5.31,9.11,0.17212
4833,5.31,9.21,0.17212
4834,5.31,9.31,0.17212
4835,5.31,9.41,0.17212
4836,5.31,9.51,0.17212
4837,5.31,9.61,0.17212
4838,5.31,9.71,0.17212
4839,5.31,9.81,0.17212
4840,5.31,9.91,0.17212
4841,5.31,10.01,0.17212
4842,5.31,10.11,0.17213
4843,5.31,10.21,0.17213
4844,5.31,10.31,0.17213
4845,5.31,10.41,0.17213
4846,5.31,10.51,0.17213
4848,5.41,0.61,0.38656
4849,5.41,0.71,0.24074
4850,5.41,0.81,0.14683
4851,5.41,0.91,0.08593
4852,5.41,1.01,0.04683
4853,5.41,1.11,0.02252
4854,5.41,1.21,0.00848
4855,5.41,1.31,0.00165
4856,5.41,1.41,-7e-05
4857,5.41,1.51,0.00183
4858,5.41,1.61,0.00631
4859,5.41,1.71,0.01257
4860,5.41,1.81,0.02005
4861,5.41,1.91,0.02832
4862,5.41,2.01,0.03707
4863,5.41,2.11,0.04606
4864,5.41,2.21,0.05509
4865,5.41,2.31,0.06402
4866,5.41,2.41,0.07276
4867,5.41,2.51,0.08122
4868,5.41,2.61,0.08933
4869,5.41,2.71,0.09706
4870,5.41,2.81,0.10437
4871,5.41,2.91,0.11124
4872,5.41,3.01,0.11765
4873,5.41,3.11,0.1236
4874,5.41,3.21,0.12909
4875,5.41,3.31,0.13413
4876,5.41,3.41,0.13874
4877,5.41,3.51,0.14291
4878,5.41,3.61,0.14669
4879,5.41,3.71,0.15008
4880,5.41,3.81,0.15311
4881,5.41,3.91,0.15581
4882,5.41,4.01,0.1582
4883,5.41,4.11,0.16031
4884,5.41,4.21,0.16216
4885,5.41,4.31,0.16378
4886,5.41,4.41,0.1652
4887,5.41,4.51,0.16642
4888,5.41,4.61,0.16748
4889,5.41,4.71,0.16839
4890,5.41,4.81,0.16917
4891,5.41,4.91,0.16983
4892,5.41,5.01,0.17038
4893,5.41,5.11,0.17084
4894,5.41,5.21,0.17121
4895,5.41,5.31,0.17151
4896,5.41,5.41,0.17175
4897,5.41,5.51,0.17193
4898,5.41,5.61,0.17206
4899,5.41,5.71,0.17216
4900,5.41,5.81,0.17224
4901,5.41,5.91,0.17229
4902,5.41,6.01,0.17233
4903,5.41,6.11,0.17236
4904,5.41,6.21,0.17238
4905,5.41,6.31,0.17239
4906,5.41,6.41,0.1724
4907,5.41,6.51,0.17241
4908,5.41,6.61,0.17242
4909,5.41,6.71,0.17243
4910,5.41,6.81,0.17243
4911,5.41,6.91,0.17243
4912,5.41,7.01,0.17244
4913,5.41,7.11,0.17244
4914,5.41,7.21,0.17244
4915,5.41,7.31,0.17244
4916,5.41,7.41,0.17244
4917,5.41,7.51,0.17245
4918,5.41,7.61,0.17245
4919,5.41,7.71,0.17245
4920,5.41,7.81,0.17245
4921,5.41,7.91,0.17245
4922,5.41,8.01,0.17245
4923,5.41,8.11,0.17245
4924,5.41,8.21,0.17245
4925,5.41,8.31,0.17245
4926,5.41,8.41,0.17245
4927,5.41,8.51,0.17245
4928,5.41,8.61,0.17245
4929,5.41,8.71,0.17245
4930,5.41,8.81,0.17246
4931,5.41,8.91,0.17246
4932,5.41,9.01,0.17246
4933,5.41,9.11,0.17246
4934,5.41,9.21,0.17246
4935,5.41,9.31,0.17246
4936,5.41,9.41,0.17246
4937,5.41,9.51,0.17246
4938,5.41,9.61,0.17246
4939,5.41,9.71,0.17246
4940,5.41,9.81,0.17246
4941,5.41,9.91,0.17246
4942,5.41,10.01,0.17246
4943,5.41,10.11,0.17246
4944,5.41,10.21,0.17246
4945,5.41,10.31,0.17246
4946,5.41,10.41,0.17246
4947,5.41,10.51,0.17246
4949,5.51,0.61,0.38655
4950,5.51,0.71,0.24073
4951,5.51,0.81,0.14682
4952,5.51,0.91,0.08591
4953,5.51,1.01,0.04681
4954,5.51,1.11,0.02251
4955,5.51,1.21,0.00846
4956,5.51,1.31,0.00164
4957,5.51,1.41,-8e-05
4958,5.51,1.51,0.00183
4959,5.51,1.61,0.0063
4960,5.51,1.71,0.01257
4961,5.51,1.81,0.02005
4962,5.51,1.91,0.02833
4963,5.51,2.01,0.03708
4964,5.51,2.11,0.04606
4965,5.51,2.21,0.05509
4966,5.51,2.31,0.06403
4967,5.51,2.41,0.07277
4968,5.51,2.51,0.08122
4969,5.51,2.61,0.08934
4970,5.51,2.71,0.09707
4971,5.51,2.81,0.10437
4972,5.51,2.91,0.11124
4973,5.51,3.01,0.11765
4974,5.51,3.11,0.1236
4975,5.51,3.21,0.1291
4976,5.51,3.31,0.13414
4977,5.51,3.41,0.13874
4978,5.51,3.51,0.14292
4979,5.51,3.61,0.1467
4980,5.51,3.71,0.15009
4981,5.51,3.81,0.15312
4982,5.51,3.91,0.15582
4983,5.51,4.01,0.15822
4984,5.51,4.11,0.16033
4985,5.51,4.21,0.16219
4986,5.51,4.31,0.16381
4987,5.51,4.41,0.16523
4988,5.51,4.51,0.16646
4989,5.51,4.61,0.16753
4990,5.51,4.71,0.16845
4991,5.51,4.81,0.16924
4992,5.51,4.91,0.16991
4993,5.51,5.01,0.17048
4994,5.51,5.11,0.17095
4995,5.51,5.21,0.17135
4996,5.51,5.31,0.17167
4997,5.51,5.41,0.17193
4998,5.51,5.51,0.17213
4999,5.51,5.61,0.17229
5000,5.51,5.71,0.1724
5001,5.51,5.81,0.17249
5002,5.51,5.91,0.17255
5003,5.51,6.01,0.1726
5004,5.51,6.11,0.17263
5005,5.51,6.21,0.17265
5006,5.51,6.31,0.17267
5007,5.51,6.41,0.17269
5008,5.51,6.51,0.1727
5009,5.51,6.61,0.1727
5010,5.51,6.71,0.17271
5011,5.51,6.81,0.17271
5012,5.51,6.91,0.17272
5013,5.51,7.01,0.17272
5014,5.51,7.11,0.17272
5015,5.51,7.21,0.17273
5016,5.51,7.31,0.17273
5017,5.51,7.41,0.17273
5018,5.51,7.51,0.17273
5019,5.51,7.61,0.17273
5020,5.51,7.71,0.17273
5021,5.51,7.81,0.17274
5022,5.51,7.91,0.17274
5023,5.51,8.01,0.17274
5024,5.51,8.11,0.17274
5025,5.51,8.21,0.17274
5026,5.51,8.31,0.17274
5027,5.51,8.41,0.17274
5028,5.51,8.51,0.17274
5029,5.51,8.61,0.17274
5030,5.51,8.71,0.17274
5031,5.51,8.81,0.17274
5032,5.51,8.91,0.17274
5033,5.51,9.01,0.17274
5034,5.51,9.11,0.17274
5035,5.51,9.21,0.17274
5036,5.51,9.31,0.17274
5037,5.51,9.41,0.17274
5038,5.51,9.51,0.17274
5039,5.51,9.61,0.17274
5040,5.51,9.71,0.17274
5041,5.51,9.81,0.17274
5042,5.51,9.91,0.17274
5043,5.51,10.01,0.17274
5044,5.51,10.11,0.17274
5045,5.51,10.21,0.17274
5046,5.51,10.31,0.17274
5047,5.51,10.41,0.17275
5048,5.51,10.51,0.17275
5050,5.61,0.61,0.38653
5051,5.61,0.71,0.24072
5052,5.61,0.81,0.14681
5053,5.61,0.91,0.0859
5054,5.61,1.01,0.0468
5055,5.61,1.11,0.02249
5056,5.61,1.21,0.00845
5057,5.61,1.31,0.00163
5058,5.61,1.41,-9e-05
5059,5.61,1.51,0.00183
5060,5.61,1.61,0.0063
5061,5.61,1.71,0.01257
5062,5.61,1.81,0.02005
5063,5.61,1.91,0.02833
5064,5.61,2.01,0.03708
5065,5.61,2.11,0.04606
5066,5.61,2.21,0.05509
5067,5.61,2.31,0.06403
5068,5.61,2.41,0.07277
5069,5.61,2.51,0.08123
5070,5.61,2.61,0.08934
5071,5.61,2.71,0.09707
5072,5.61,2.81,0.10438
5073,5.61,2.91,0.11124
5074,5.61,3.01,0.11766
5075,5.61,3.11,0.12361
5076,5.61,3.21,0.1291
5077,5.61,3.31,0.13415
5078,5.61,3.41,0.13875
5079,5.61,3.51,0.14293
5080,5.61,3.61,0.1467
5081,5.61,3.71,0.1501
5082,5.61,3.81,0.15313
5083,5.61,3.91,0.15584
5084,5.61,4.01,0.15823
5085,5.61,4.11,0.16035
5086,5.61,4.21,0.1622
5087,5.61,4.31,0.16383
5088,5.61,4.41,0.16525
5089,5.61,4.51,0.16649
5090,5.61,4.61,0.16756
5091,5.61,4.71,0.16849
5092,5.61,4.81,0.16928
5093,5.61,4.91,0.16997
5094,5.61,5.01,0.17055
5095,5.61,5.11,0.17104
5096,5.61,5.21,0.17145
5097,5.61,5.31,0.17179
5098,5.61,5.41,0.17206
5099,5.61,5.51,0.17229
5100,5.61,5.61,0.17246
5101,5.61,5.71,0.17259
5102,5.61,5.81,0.17269
5103,5.61,5.91,0.17277
5104,5.61,6.01,0.17282
5105,5.61,6.11,0.17286
5106,5.61,6.21,0.17289
5107,5.61,6.31,0.17291
5108,5.61,6.41,0.17293
5109,5.61,6.51,0.17294
5110,5.61,6.61,0.17295
5111,5.61,6.71,0.17295
5112,5.61,6.81,0.17296
5113,5.61,6.91,0.17296
5114,5.61,7.01,0.17297
5115,5.61,7.11,0.17297
5116,5.61,7.21,0.17297
5117,5.61,7.31,0.17297
5118,5.61,7.41,0.17298
5119,5.61,7.51,0.17298
5120,5.61,7.61,0.17298
5121,5.61,7.71,0.17298
5122,5.61,7.81,0.17298
5123,5.61,7.91,0.17298
5124,5.61,8.01,0.17298
5125,5.61,8.11,0.17298
5126,5.61,8.21,0.17298
5127,5.61,8.31,0.17299
5128,5.61,8.41,0.17299
5129,5.61,8.51,0.17299
5130,5.61,8.61,0.17299
5131,5.61,8.71,0.17299
5132,5.61,8.81,0.17299
5133,5.61,8.91,0.17299
5134,5.61,9.01,0.17299
5135,5.61,9.11,0.17299
5136,5.61,9.21,0.17299
5137,5.61,9.31,0.17299
5138,5.61,9.41,0.17299
5139,5.61,9.51,0.17299
5140,5.61,9.61,0.17299
5141,5.61,9.71,0.17299
5142,5.61,9.81,0.17299
5143,5.61,9.91,0.17299
5144,5.61,10.01,0.17299
5145,5.61,10.11,0.17299
5146,5.61,10.21,0.17299
5147,5.61,10.31,0.17299
5148,5.61,10.41,0.17299
5149,5.61,10.51,0.17299
5151,5.71,0.61,0.38652
5152,5.71,0.71,0.24071
5153,5.71,0.81,0.1468
5154,5.71,0.91,0.08589
5155,5.71,1.01,0.04679
5156,5.71,1.11,0.02249
5157,5.71,1.21,0.00845
5158,5.71,1.31,0.00163
5159,5.71,1.41,-9e-05
5160,5.71,1.51,0.00183
5161,5.71,1.61,0.0063
5162,5.71,1.71,0.01257
5163,5.71,1.81,0.02005
5164,5.71,1.91,0.02833
5165,5.71,2.01,0.03708
5166,5.71,2.11,0.04607
5167,5.71,2.21,0.0551
5168,5.71,2.31,0.06403
5169,5.71,2.41,0.07277
5170,5.71,2.51,0.08123
5171,5.71,2.61,0.08935
5172,5.71,2.71,0.09707
5173,5.71,2.81,0.10438
5174,5.71,2.91,0.11125
5175,5.71,3.01,0.11766
5176,5.71,3.11,0.12361
5177,5.71,3.21,0.12911
5178,5.71,3.31,0.13415
5179,5.71,3.41,0.13876
5180,5.71,3.51,0.14294
5181,5.71,3.61,0.14671
5182,5.71,3.71,0.15011
5183,5.71,3.81,0.15314
5184,5.71,3.91,0.15585
5185,5.71,4.01,0.15824
5186,5.71,4.11,0.16036
5187,5.71,4.21,0.16222
5188,5.71,4.31,0.16385
5189,5.71,4.41,0.16527
5190,5.71,4.51,0.16651
5191,5.71,4.61,0.16759
5192,5.71,4.71,0.16852
5193,5.71,4.81,0.16932
5194,5.71,4.91,0.17001
5195,5.71,5.01,0.1706
5196,5.71,5.11,0.1711
5197,5.71,5.21,0.17152
5198,5.71,5.31,0.17187
5199,5.71,5.41,0.17216
5200,5.71,5.51,0.1724
5201,5.71,5.61,0.17259
5202,5.71,5.71,0.17274
5203,5.71,5.81,0.17286
5204,5.71,5.91,0.17294
5205,5.71,6.01,0.17301
5206,5.71,6.11,0.17305
5207,5.71,6.21,0.17309
5208,5.71,6.31,0.17311
5209,5.71,6.41,0.17313
5210,5.71,6.51,0.17314
5211,5.71,6.61,0.17315
5212,5.71,6.71,0.17316
5213,5.71,6.81,0.17317
5214,5.71,6.91,0.17317
5215,5.71,7.01,0.17318
5216,5.71,7.11,0.17318
5217,5.71,7.21,0.17318
5218,5.71,7.31,0.17318
5219,5.71,7.41,0.17319
5220,5.71,7.51,0.17319
5221,5.71,7.61,0.17319
5222,5.71,7.71,0.17319
5223,5.71,7.81,0.17319
5224,5.71,7.91,0.17319
5225,5.71,8.01,0.17319
5226,5.71,8.11,0.17319
5227,5.71,8.21,0.1732
5228,5.71,8.31,0.1732
5229,5.71,8.41,0.1732
5230,5.71,8.51,0.1732
5231,5.71,8.61,0.1732
5232,5.71,8.71,0.1732
5233,5.71,8.81,0.1732
5234,5.71,8.91,0.1732
5235,5.71,9.01,0.1732
5236,5.71,9.11,0.1732
5237,5.71,9.21,0.1732
5238,5.71,9.31,0.1732
5239,5.71,9.41,0.1732
5240,5.71,9.51,0.1732
5241,5.71,9.61,0.1732
5242,5.71,9.71,0.1732
5243,5.71,9.81,0.1732
5244,5.71,9.91,0.1732
5245,5.71,10.01,0.1732
5246,5.71,10.11,0.1732
5247,5.71,10.21,0.1732
5248,5.71,10.31,0.1732
5249,5.71,10.41,0.1732
5250,5.71,10.51,0.1732
5252,5.81,0.61,0.38652
5253,5.81,0.71,0.2407
5254,5.81,0.81,0.14679
5255,5.81,0.91,0.08588
5256,5.81,1.01,0.04678
5257,5.81,1.11,0.02248
5258,5.81,1.21,0.00844
5259,5.81,1.31,0.00162
5260,5.81,1.41,-9e-05
5261,5.81,1.51,0.00183
5262,5.81,1.61,0.0063
5263,5.81,1.71,0.01257
5264,5.81,1.81,0.02006
5265,5.81,1.91,0.02834
5266,5.81,2.01,0.03709
5267,5.81,2.11,0.04607
5268,5.81,2.21,0.0551
5269,5.81,2.31,0.06404
5270,5.81,2.41,0.07278
5271,5.81,2.51,0.08123
5272,5.81,2.61,0.08935
5273,5.81,2.71,0.09708
5274,5.81,2.81,0.10439
5275,5.81,2.91,0.11125
5276,5.81,3.01,0.11766
5277,5.81,3.11,0.12362
5278,5.81,3.21,0.12911
5279,5.81,3.31,0.13416
5280,5.81,3.41,0.13876
5281,5.81,3.51,0.14294
5282,5.81,3.61,0.14672
5283,5.81,3.71,0.15011
5284,5.81,3.81,0.15315
5285,5.81,3.91,0.15585
5286,5.81,4.01,0.15825
5287,5.81,4.11,0.16037
5288,5.81,4.21,0.16223
5289,5.81,4.31,0.16386
5290,5.81,4.41,0.16529
5291,5.81,4.51,0.16653
5292,5.81,4.61,0.16761
5293,5.81,4.71,0.16854
5294,5.81,4.81,0.16934
5295,5.81,4.91,0.17004
5296,5.81,5.01,0.17063
5297,5.81,5.11,0.17114
5298,5.81,5.21,0.17157
5299,5.81,5.31,0.17193
5300,5.81,5.41,0.17224
5301,5.81,5.51,0.17249
5302,5.81,5.61,0.17269
5303,5.81,5.71,0.17286
5304,5.81,5.81,0.17298
5305,5.81,5.91,0.17308
5306,5.81,6.01,0.17316
5307,5.81,6.11,0.17321
5308,5.81,6.21,0.17325
5309,5.81,6.31,0.17328
5310,5.81,6.41,0.1733
5311,5.81,6.51,0.17332
5312,5.81,6.61,0.17333
5313,5.81,6.71,0.17334
5314,5.81,6.81,0.17335
5315,5.81,6.91,0.17335
5316,5.81,7.01,0.17336
5317,5.81,7.11,0.17336
5318,5.81,7.21,0.17336
5319,5.81,7.31,0.17337
5320,5.81,7.41,0.17337
5321,5.81,7.51,0.17337
5322,5.81,7.61,0.17337
5323,5.81,7.71,0.17337
5324,5.81,7.81,0.17337
5325,5.81,7.91,0.17337
5326,5.81,8.01,0.17337
5327,5.81,8.11,0.17338
5328,5.81,8.21,0.17338
5329,5.81,8.31,0.17338
5330,5.81,8.41,0.17338
5331,5.81,8.51,0.17338
5332,5.81,8.61,0.17338
5333,5.81,8.71,0.17338
5334,5.81,8.81,0.17338
5335,5.81,8.91,0.17338
5336,5.81,9.01,0.17338
5337,5.81,9.11,0.17338
5338,5.81,9.21,0.17338
5339,5.81,9.31,0.17338
5340,5.81,9.41,0.17338
5341,5.81,9.51,0.17338
5342,5.81,9.61,0.17338
5343,5.81,9.71,0.17338
5344,5.81,9.81,0.17338
5345,5.81,9.91,0.17338
5346,5.81,10.01,0.17338
5347,5.81,10.11,0.17338
5348,5.81,10.21,0.17338
5349,5.81,10.31,0.17338
5350,5.81,10.41,0.17338
5351,5.81,10.51,0.17338
5353,5.91,0.61,0.38651
5354,5.91,0.71,0.2407
5355,5.91,0.81,0.14679
5356,5.91,0.91,0.08588
5357,5.91,1.01,0.04677
5358,5.91,1.11,0.02248
5359,5.91,1.21,0.00844
5360,5.91,1.31,0.00162
5361,5.91,1.41,-9e-05
5362,5.91,1.51,0.00183
5363,5.91,1.61,0.00631
5364,5.91,1.71,0.01258
5365,5.91,1.81,0.02006
5366,5.91,1.91,0.02834
5367,5.91,2.01,0.03709
5368,5.91,2.11,0.04607
5369,5.91,2.21,0.0551
5370,5.91,2.31,0.06404
5371,5.91,2.41,0.07278
5372,5.91,2.51,0.08124
5373,5.91,2.61,0.08935
5374,5.91,2.71,0.09708
5375,5.91,2.81,0.10439
5376,5.91,2.91,0.11126
5377,5.91,3.01,0.11767
5378,5.91,3.11,0.12362
5379,5.91,3.21,0.12912
5380,5.91,3.31,0.13416
5381,5.91,3.41,0.13876
5382,5.91,3.51,0.14295
5383,5.91,3.61,0.14672
5384,5.91,3.71,0.15012
5385,5.91,3.81,0.15315
5386,5.91,3.91,0.15586
5387,5.91,4.01,0.15826
5388,5.91,4.11,0.16037
5389,5.91,4.21,0.16224
5390,5.91,4.31,0.16387
5391,5.91,4.41,0.1653
5392,5.91,4.51,0.16654
5393,5.91,4.61,0.16762
5394,5.91,4.71,0.16856
5395,5.91,4.81,0.16936
5396,5.91,4.91,0.17006
5397,5.91,5.01,0.17066
5398,5.91,5.11,0.17117
5399,5.91,5.21,0.17161
5400,5.91,5.31,0.17198
5401,5.91,5.41,0.17229
5402,5.91,5.51,0.17255
5403,5.91,5.61,0.17277
5404,5.91,5.71,0.17294
5405,5.91,5.81,0.17308
5406,5.91,5.91,0.17319
5407,5.91,6.01,0.17328
5408,5.91,6.11,0.17334
5409,5.91,6.21,0.17339
5410,5.91,6.31,0.17342
5411,5.91,6.41,0.17345
5412,5.91,6.51,0.17347
5413,5.91,6.61,0.17348
5414,5.91,6.71,0.17349
5415,5.91,6.81,0.1735
5416,5.91,6.91,0.17351
5417,5.91,7.01,0.17351
5418,5.91,7.11,0.17351
5419,5.91,7.21,0.17352
5420,5.91,7.31,0.17352
5421,5.91,7.41,0.17352
5422,5.91,7.51,0.17352
5423,5.91,7.61,0.17353
5424,5.91,7.71,0.17353
5425,5.91,7.81,0.17353
5426,5.91,7.91,0.17353
5427,5.91,8.01,0.17353
5428,5.91,8.11,0.17353
5429,5.91,8.21,0.17353
5430,5.91,8.31,0.17353
5431,5.91,8.41,0.17353
5432,5.91,8.51,0.17353
5433,5.91,8.61,0.17353
5434,5.91,8.71,0.17353
5435,5.91,8.81,0.17353
5436,5.91,8.91,0.17353
5437,5.91,9.01,0.17353
5438,5.91,9.11,0.17354
5439,5.91,9.21,0.17354
5440,5.91,9.31,0.17354
5441,5.91,9.41,0.17354
5442,5.91,9.51,0.17354
5443,5.91,9.61,0.17354
5444,5.91,9.71,0.17354
5445,5.91,9.81,0.17354
5446,5.91,9.91,0.17354
5447,5.91,10.01,0.17354
5448,5.91,10.11,0.17354
5449,5.91,10.21,0.17354
5450,5.91,10.31,0.17354
5451,5.91,10.41,0.17354
5452,5.91,10.51,0.17354
5454,6.01,0.61,0.38651
5455,6.01,0.71,0.2407
5456,6.01,0.81,0.14678
5457,6.01,0.91,0.08588
5458,6.01,1.01,0.04677
5459,6.01,1.11,0.02248
5460,6.01,1.21,0.00844
5461,6.01,1.31,0.00163
5462,6.01,1.41,-8e-05
5463,6.01,1.51,0.00183
5464,6.01,1.61,0.00631
5465,6.01,1.71,0.01258
5466,6.01,1.81,0.02007
5467,6.01,1.91,0.02834
5468,6.01,2.01,0.0371
5469,6.01,2.11,0.04608
5470,6.01,2.21,0.05511
5471,6.01,2.31,0.06405
5472,6.01,2.41,0.07278
5473,6.01,2.51,0.08124
5474,6.01,2.61,0.08936
5475,6.01,2.71,0.09709
5476,6.01,2.81,0.10439
5477,6.01,2.91,0.11126
5478,6.01,3.01,0.11767
5479,6.01,3.11,0.12363
5480,6.01,3.21,0.12912
5481,6.01,3.31,0.13416
5482,6.01,3.41,0.13877
5483,6.01,3.51,0.14295
5484,6.01,3.61,0.14673
5485,6.01,3.71,0.15012
5486,6.01,3.81,0.15316
5487,6.01,3.91,0.15586
5488,6.01,4.01,0.15826
5489,6.01,4.11,0.16038
5490,6.01,4.21,0.16224
5491,6.01,4.31,0.16388
5492,6.01,4.41,0.16531
5493,6.01,4.51,0.16655
5494,6.01,4.61,0.16763
5495,6.01,4.71,0.16857
5496,6.01,4.81,0.16938
5497,6.01,4.91,0.17008
5498,6.01,5.01,0.17068
5499,6.01,5.11,0.17119
5500,6.01,5.21,0.17163
5501,6.01,5.31,0.17201
5502,6.01,5.41,0.17233
5503,6.01,5.51,0.1726
5504,6.01,5.61,0.17282
5505,6.01,5.71,0.17301
5506,6.01,5.81,0.17316
5507,6.01,5.91,0.17328
5508,6.01,6.01,0.17337
5509,6.01,6.11,0.17344
5510,6.01,6.21,0.1735
5511,6.01,6.31,0.17354
5512,6.01,6.41,0.17357
5513,6.01,6.51,0.17359
5514,6.01,6.61,0.17361
5515,6.01,6.71,0.17362
5516,6.01,6.81,0.17363
5517,6.01,6.91,0.17364
5518,6.01,7.01,0.17364
5519,6.01,7.11,0.17365
5520,6.01,7.21,0.17365
5521,6.01,7.31,0.17365
5522,6.01,7.41,0.17365
5523,6.01,7.51,0.17366
5524,6.01,7.61,0.17366
5525,6.01,7.71,0.17366
5526,6.01,7.81,0.17366
5527,6.01,7.91,0.17366
5528,6.01,8.01,0.17366
5529,6.01,8.11,0.17366
5530,6.01,8.21,0.17366
5531,6.01,8.31,0.17366
5532,6.01,8.41,0.17367
5533,6.01,8.51,0.17367
5534,6.01,8.61,0.17367
5535,6.01,8.71,0.17367
5536,6.01,8.81,0.17367
5537,6.01,8.91,0.17367
5538,6.01,9.01,0.17367
5539,6.01,9.11,0.17367
5540,6.01,9.21,0.17367
5541,6.01,9.31,0.17367
5542,6.01,9.41,0.17367
5543,6.01,9.51,0.17367
5544,6.01,9.61,0.17367
5545,6.01,9.71,0.17367
5546,6.01,9.81,0.17367
5547,6.01,9.91,0.17367
5548,6.01,10.01,0.17367
5549,6.01,10.11,0.17367
5550,6.01,10.21,0.17367
5551,6.01,10.31,0.17367
5552,6.01,10.41,0.17367
5553,6.01,10.51,0.17367
5555,6.11,0.61,0.38651
5556,6.11,0.71,0.24069
5557,6.11,0.81,0.14678
5558,6.11,0.91,0.08588
5559,6.11,1.01,0.04677
5560,6.11,1.11,0.02248
5561,6.11,1.21,0.00845
5562,6.11,1.31,0.00163
5563,6.11,1.41,-8e-05
5564,6.11,1.51,0.00184
5565,6.11,1.61,0.00632
5566,6.11,1.71,0.01259
5567,6.11,1.81,0.02007
5568,6.11,1.91,0.02835
5569,6.11,2.01,0.0371
5570,6.11,2.11,0.04608
5571,6.11,2.21,0.05511
5572,6.11,2.31,0.06405
5573,6.11,2.41,0.07279
5574,6.11,2.51,0.08125
5575,6.11,2.61,0.08936
5576,6.11,2.71,0.09709
5577,6.11,2.81,0.1044
5578,6.11,2.91,0.11126
5579,6.11,3.01,0.11768
5580,6.11,3.11,0.12363
5581,6.11,3.21,0.12912
5582,6.11,3.31,0.13417
5583,6.11,3.41,0.13877
5584,6.11,3.51,0.14295
5585,6.11,3.61,0.14673
5586,6.11,3.71,0.15013
5587,6.11,3.81,0.15316
5588,6.11,3.91,0.15587
5589,6.11,4.01,0.15827
5590,6.11,4.11,0.16039
5591,6.11,4.21,0.16225
5592,6.11,4.31,0.16388
5593,6.11,4.41,0.16531
5594,6.11,4.51,0.16656
5595,6.11,4.61,0.16764
5596,6.11,4.71,0.16858
5597,6.11,4.81,0.16939
5598,6.11,4.91,0.17009
5599,6.11,5.01,0.17069
5600,6.11,5.11,0.17121
5601,6.11,5.21,0.17165
5602,6.11,5.31,0.17203
5603,6.11,5.41,0.17236
5604,6.11,5.51,0.17263
5605,6.11,5.61,0.17286
5606,6.11,5.71,0.17305
5607,6.11,5.81,0.17321
5608,6.11,5.91,0.17334
5609,6.11,6.01,0.17344
5610,6.11,6.11,0.17352
5611,6.11,6.21,0.17359
5612,6.11,6.31,0.17363
5613,6.11,6.41,0.17367
5614,6.11,6.51,0.1737
5615,6.11,6.61,0.17371
5616,6.11,6.71,0.17373
5617,6.11,6.81,0.17374
5618,6.11,6.91,0.17375
5619,6.11,7.01,0.17375
5620,6.11,7.11,0.17376
5621,6.11,7.21,0.17376
5622,6.11,7.31,0.17377
5623,6.11,7.41,0.17377
5624,6.11,7.51,0.17377
5625,6.11,7.61,0.17377
5626,6.11,7.71,0.17377
5627,6.11,7.81,0.17377
5628,6.11,7.91,0.17378
5629,6.11,8.01,0.17378
5630,6.11,8.11,0.17378
5631,6.11,8.21,0.17378
5632,6.11,8.31,0.17378
5633,6.11,8.41,0.17378
5634,6.11,8.51,0.17378
5635,6.11,8.61,0.17378
5636,6.11,8.71,0.17378
5637,6.11,8.81,0.17378
5638,6.11,8.91,0.17378
5639,6.11,9.01,0.17378
5640,6.11,9.11,0.17378
5641,6.11,9.21,0.17378
5642,6.11,9.31,0.17378
5643,6.11,9.41,0.17378
5644,6.11,9.51,0.17378
5645,6.11,9.61,0.17378
5646,6.11,9.71,0.17378
5647,6.11,9.81,0.17378
5648,6.11,9.91,0.17378
5649,6.11,10.01,0.17378
5650,6.11,10.11,0.17378
5651,6.11,10.21,0.17378
5652,6.11,10.31,0.17378
5653,6.11,10.41,0.17378
5654,6.11,10.51,0.17378
5656,6.21,0.61,0.38651
5657,6.21,0.71,0.2407
5658,6.21,0.81,0.14678
5659,6.21,0.91,0.08588
5660,6.21,1.01,0.04677
5661,6.21,1.11,0.02248
5662,6.21,1.21,0.00845
5663,6.21,1.31,0.00163
5664,6.21,1.41,-8e-05
5665,6.21,1.51,0.00184
5666,6.21,1.61,0.00632
5667,6.21,1.71,0.01259
5668,6.21,1.81,0.02008
5669,6.21,1.91,0.02835
5670,6.21,2.01,0.0371
5671,6.21,2.11,0.04609
5672,6.21,2.21,0.05512
5673,6.21,2.31,0.06405
5674,6.21,2.41,0.07279
5675,6.21,2.51,0.08125
5676,6.21,2.61,0.08936
5677,6.21,2.71,0.09709
5678,6.21,2.81,0.1044
5679,6.21,2.91,0.11127
5680,6.21,3.01,0.11768
5681,6.21,3.11,0.12363
5682,6.21,3.21,0.12913
5683,6.21,3.31,0.13417
5684,6.21,3.41,0.13878
5685,6.21,3.51,0.14296
5686,6.21,3.61,0.14673
5687,6.21,3.71,0.15013
5688,6.21,3.81,0.15317
5689,6.21,3.91,0.15587
5690,6.21,4.01,0.15827
5691,6.21,4.11,0.16039
5692,6.21,4.21,0.16226
5693,6.21,4.31,0.16389
