,r1,r2,v
5694,6.21,4.41,0.16532
5695,6.21,4.51,0.16656
5696,6.21,4.61,0.16765
5697,6.21,4.71,0.16859
5698,6.21,4.81,0.1694
5699,6.21,4.91,0.1701
5700,6.21,5.01,0.1707
5701,6.21,5.11,0.17122
5702,6.21,5.21,0.17167
5703,6.21,5.31,0.17205
5704,6.21,5.41,0.17238
5705,6.21,5.51,0.17265
5706,6.21,5.61,0.17289
5707,6.21,5.71,0.17309
5708,6.21,5.81,0.17325
5709,6.21,5.91,0.17339
5710,6.21,6.01,0.1735
5711,6.21,6.11,0.17359
5712,6.21,6.21,0.17366
5713,6.21,6.31,0.17371
5714,6.21,6.41,0.17375
5715,6.21,6.51,0.17378
5716,6.21,6.61,0.1738
5717,6.21,6.71,0.17382
5718,6.21,6.81,0.17383
5719,6.21,6.91,0.17384
5720,6.21,7.01,0.17385
5721,6.21,7.11,0.17385
5722,6.21,7.21,0.17386
5723,6.21,7.31,0.17386
5724,6.21,7.41,0.17386
5725,6.21,7.51,0.17387
5726,6.21,7.61,0.17387
5727,6.21,7.71,0.17387
5728,6.21,7.81,0.17387
5729,6.21,7.91,0.17387
5730,6.21,8.01,0.17387
5731,6.21,8.11,0.17387
5732,6.21,8.21,0.17388
5733,6.21,8.31,0.17388
5734,6.21,8.41,0.17388
5735,6.21,8.51,0.17388
5736,6.21,8.61,0.17388
5737,6.21,8.71,0.17388
5738,6.21,8.81,0.17388
5739,6.21,8.91,0.17388
5740,6.21,9.01,0.17388
5741,6.21,9.11,0.17388
5742,6.21,9.21,0.17388
5743,6.21,9.31,0.17388
5744,6.21,9.41,0.17388
5745,6.21,9.51,0.17388
5746,6.21,9.61,0.17388
5747,6.21,9.71,0.17388
5748,6.21,9.81,0.17388
5749,6.21,9.91,0.17388
5750,6.21,10.01,0.17388
5751,6.21,10.11,0.17388
5752,6.21,10.21,0.17388
5753,6.21,10.31,0.17388
5754,6.21,10.41,0.17388
5755,6.21,10.51,0.17388
5757,6.31,0.61,0.38651
5758,6.31,0.71,0.2407
5759,6.31,0.81,0.14678
5760,6.31,0.91,0.08588
5761,6.31,1.01,0.04678
5762,6.31,1.11,0.02248
5763,6.31,1.21,0.00845
5764,6.31,1.31,0.00164
5765,6.31,1.41,-7e-05
5766,6.31,1.51,0.00185
5767,6.31,1.61,0.00633
5768,6.31,1.71,0.01259
5769,6.31,1.81,0.02008
5770,6.31,1.91,0.02836
5771,6.31,2.01,0.03711
5772,6.31,2.11,0.04609
5773,6.31,2.21,0.05512
5774,6.31,2.31,0.06406
5775,6.31,2.41,0.0728
5776,6.31,2.51,0.08125
5777,6.31,2.61,0.08937
5778,6.31,2.71,0.0971
5779,6.31,2.81,0.1044
5780,6.31,2.91,0.11127
5781,6.31,3.01,0.11768
5782,6.31,3.11,0.12364
5783,6.31,3.21,0.12913
5784,6.31,3.31,0.13417
5785,6.31,3.41,0.13878
5786,6.31,3.51,0.14296
5787,6.31,3.61,0.14674
5788,6.31,3.71,0.15013
5789,6.31,3.81,0.15317
5790,6.31,3.91,0.15588
5791,6.31,4.01,0.15828
5792,6.31,4.11,0.16039
5793,6.31,4.21,0.16226
5794,6.31,4.31,0.16389
5795,6.31,4.41,0.16532
5796,6.31,4.51,0.16657
5797,6.31,4.61,0.16765
5798,6.31,4.71,0.16859
5799,6.31,4.81,0.16941
5800,6.31,4.91,0.17011
5801,6.31,5.01,0.17071
5802,6.31,5.11,0.17123
5803,6.31,5.21,0.17168
5804,6.31,5.31,0.17206
5805,6.31,5.41,0.17239
5806,6.31,5.51,0.17267
5807,6.31,5.61,0.17291
5808,6.31,5.71,0.17311
5809,6.31,5.81,0.17328
5810,6.31,5.91,0.17342
5811,6.31,6.01,0.17354
5812,6.31,6.11,0.17363
5813,6.31,6.21,0.17371
5814,6.31,6.31,0.17377
5815,6.31,6.41,0.17382
5816,6.31,6.51,0.17385
5817,6.31,6.61,0.17388
5818,6.31,6.71,0.1739
5819,6.31,6.81,0.17391
5820,6.31,6.91,0.17392
5821,6.31,7.01,0.17393
5822,6.31,7.11,0.17394
5823,6.31,7.21,0.17394
5824,6.31,7.31,0.17394
5825,6.31,7.41,0.17395
5826,6.31,7.51,0.17395
5827,6.31,7.61,0.17395
5828,6.31,7.71,0.17395
5829,6.31,7.81,0.17396
5830,6.31,7.91,0.17396
5831,6.31,8.01,0.17396
5832,6.31,8.11,0.17396
5833,6.31,8.21,0.17396
5834,6.31,8.31,0.17396
5835,6.31,8.41,0.17396
5836,6.31,8.51,0.17396
5837,6.31,8.61,0.17396
5838,6.31,8.71,0.17396
5839,6.31,8.81,0.17396
5840,6.31,8.91,0.17396
5841,6.31,9.01,0.17396
5842,6.31,9.11,0.17396
5843,6.31,9.21,0.17396
5844,6.31,9.31,0.17396
5845,6.31,9.41,0.17396
5846,6.31,9.51,0.17396
5847,6.31,9.61,0.17396
5848,6.31,9.71,0.17396
5849,6.31,9.81,0.17397
5850,6.31,9.91,0.17397
5851,6.31,10.01,0.17397
5852,6.31,10.11,0.17397
5853,6.31,10.21,0.17397
5854,6.31,10.31,0.17397
5855,6.31,10.41,0.17397
5856,6.31,10.51,0.17397
5858,6.41,0.61,0.38652
5859,6.41,0.71,0.2407
5860,6.41,0.81,0.14679
5861,6.41,0.91,0.08588
5862,6.41,1.01,0.04678
5863,6.41,1.11,0.02249
5864,6.41,1.21,0.00846
5865,6.41,1.31,0.00164
5866,6.41,1.41,-7e-05
5867,6.41,1.51,0.00185
5868,6.41,1.61,0.00633
5869,6.41,1.71,0.0126
5870,6.41,1.81,0.02008
5871,6.41,1.91,0.02836
5872,6.41,2.01,0.03711
5873,6.41,2.11,0.04609
5874,6.41,2.21,0.05512
5875,6.41,2.31,0.06406
5876,6.41,2.41,0.0728
5877,6.41,2.51,0.08126
5878,6.41,2.61,0.08937
5879,6.41,2.71,0.0971
5880,6.41,2.81,0.10441
5881,6.41,2.91,0.11127
5882,6.41,3.01,0.11769
5883,6.41,3.11,0.12364
5884,6.41,3.21,0.12913
5885,6.41,3.31,0.13418
5886,6.41,3.41,0.13878
5887,6.41,3.51,0.14296
5888,6.41,3.61,0.14674
5889,6.41,3.71,0.15014
5890,6.41,3.81,0.15317
5891,6.41,3.91,0.15588
5892,6.41,4.01,0.15828
5893,6.41,4.11,0.1604
5894,6.41,4.21,0.16226
5895,6.41,4.31,0.1639
5896,6.41,4.41,0.16533
5897,6.41,4.51,0.16657
5898,6.41,4.61,0.16766
5899,6.41,4.71,0.1686
5900,6.41,4.81,0.16941
5901,6.41,4.91,0.17011
5902,6.41,5.01,0.17072
5903,6.41,5.11,0.17124
5904,6.41,5.21,0.17169
5905,6.41,5.31,0.17207
5906,6.41,5.41,0.1724
5907,6.41,5.51,0.17269
5908,6.41,5.61,0.17293
5909,6.41,5.71,0.17313
5910,6.41,5.81,0.1733
5911,6.41,5.91,0.17345
5912,6.41,6.01,0.17357
5913,6.41,6.11,0.17367
5914,6.41,6.21,0.17375
5915,6.41,6.31,0.17382
5916,6.41,6.41,0.17387
5917,6.41,6.51,0.17391
5918,6.41,6.61,0.17394
5919,6.41,6.71,0.17396
5920,6.41,6.81,0.17398
5921,6.41,6.91,0.17399
5922,6.41,7.01,0.174
5923,6.41,7.11,0.17401
5924,6.41,7.21,0.17401
5925,6.41,7.31,0.17402
5926,6.41,7.41,0.17402
5927,6.41,7.51,0.17402
5928,6.41,7.61,0.17402
5929,6.41,7.71,0.17403
5930,6.41,7.81,0.17403
5931,6.41,7.91,0.17403
5932,6.41,8.01,0.17403
5933,6.41,8.11,0.17403
5934,6.41,8.21,0.17403
5935,6.41,8.31,0.17403
5936,6.41,8.41,0.17403
5937,6.41,8.51,0.17403
5938,6.41,8.61,0.17403
5939,6.41,8.71,0.17403
5940,6.41,8.81,0.17403
5941,6.41,8.91,0.17403
5942,6.41,9.01,0.17403
5943,6.41,9.11,0.17404
5944,6.41,9.21,0.17404
5945,6.41,9.31,0.17404
5946,6.41,9.41,0.17404
5947,6.41,9.51,0.17404
5948,6.41,9.61,0.17404
5949,6.41,9.71,0.17404
5950,6.41,9.81,0.17404
5951,6.41,9.91,0.17404
5952,6.41,10.01,0.17404
5953,6.41,10.11,0.17404
5954,6.41,10.21,0.17404
5955,6.41,10.31,0.17404
5956,6.41,10.41,0.17404
5957,6.41,10.51,0.17404
5959,6.51,0.61,0.38652
5960,6.51,0.71,0.2407
5961,6.51,0.81,0.14679
5962,6.51,0.91,0.08589
5963,6.51,1.01,0.04678
5964,6.51,1.11,0.02249
5965,6.51,1.21,0.00846
5966,6.51,1.31,0.00164
5967,6.51,1.41,-6e-05
5968,6.51,1.51,0.00185
5969,6.51,1.61,0.00634
5970,6.51,1.71,0.0126
5971,6.51,1.81,0.02009
5972,6.51,1.91,0.02837
5973,6.51,2.01,0.03712
5974,6.51,2.11,0.0461
5975,6.51,2.21,0.05513
5976,6.51,2.31,0.06407
5977,6.51,2.41,0.0728
5978,6.51,2.51,0.08126
5979,6.51,2.61,0.08937
5980,6.51,2.71,0.0971
5981,6.51,2.81,0.10441
5982,6.51,2.91,0.11128
5983,6.51,3.01,0.11769
5984,6.51,3.11,0.12364
5985,6.51,3.21,0.12914
5986,6.51,3.31,0.13418
5987,6.51,3.41,0.13878
5988,6.51,3.51,0.14297
5989,6.51,3.61,0.14674
5990,6.51,3.71,0.15014
5991,6.51,3.81,0.15318
5992,6.51,3.91,0.15588
5993,6.51,4.01,0.15828
5994,6.51,4.11,0.1604
5995,6.51,4.21,0.16227
5996,6.51,4.31,0.1639
5997,6.51,4.41,0.16533
5998,6.51,4.51,0.16658
5999,6.51,4.61,0.16766
6000,6.51,4.71,0.1686
6001,6.51,4.81,0.16942
6002,6.51,4.91,0.17012
6003,6.51,5.01,0.17073
6004,6.51,5.11,0.17125
6005,6.51,5.21,0.1717
6006,6.51,5.31,0.17208
6007,6.51,5.41,0.17241
6008,6.51,5.51,0.1727
6009,6.51,5.61,0.17294
6010,6.51,5.71,0.17314
6011,6.51,5.81,0.17332
6012,6.51,5.91,0.17347
6013,6.51,6.01,0.17359
6014,6.51,6.11,0.1737
6015,6.51,6.21,0.17378
6016,6.51,6.31,0.17385
6017,6.51,6.41,0.17391
6018,6.51,6.51,0.17395
6019,6.51,6.61,0.17398
6020,6.51,6.71,0.17401
6021,6.51,6.81,0.17403
6022,6.51,6.91,0.17404
6023,6.51,7.01,0.17406
6024,6.51,7.11,0.17406
6025,6.51,7.21,0.17407
6026,6.51,7.31,0.17408
6027,6.51,7.41,0.17408
6028,6.51,7.51,0.17408
6029,6.51,7.61,0.17408
6030,6.51,7.71,0.17409
6031,6.51,7.81,0.17409
6032,6.51,7.91,0.17409
6033,6.51,8.01,0.17409
6034,6.51,8.11,0.17409
6035,6.51,8.21,0.17409
6036,6.51,8.31,0.17409
6037,6.51,8.41,0.17409
6038,6.51,8.51,0.17409
6039,6.51,8.61,0.17409
6040,6.51,8.71,0.1741
6041,6.51,8.81,0.1741
6042,6.51,8.91,0.1741
6043,6.51,9.01,0.1741
6044,6.51,9.11,0.1741
6045,6.51,9.21,0.1741
6046,6.51,9.31,0.1741
6047,6.51,9.41,0.1741
6048,6.51,9.51,0.1741
6049,6.51,9.61,0.1741
6050,6.51,9.71,0.1741
6051,6.51,9.81,0.1741
6052,6.51,9.91,0.1741
6053,6.51,10.01,0.1741
6054,6.51,10.11,0.1741
6055,6.51,10.21,0.1741
6056,6.51,10.31,0.1741
6057,6.51,10.41,0.1741
6058,6.51,10.51,0.1741
6060,6.61,0.61,0.38652
6061,6.61,0.71,0.2407
6062,6.61,0.81,0.14679
6063,6.61,0.91,0.08589
6064,6.61,1.01,0.04679
6065,6.61,1.11,0.02249
6066,6.61,1.21,0.00847
6067,6.61,1.31,0.00165
6068,6.61,1.41,-6e-05
6069,6.61,1.51,0.00186
6070,6.61,1.61,0.00634
6071,6.61,1.71,0.01261
6072,6.61,1.81,0.02009
6073,6.61,1.91,0.02837
6074,6.61,2.01,0.03712
6075,6.61,2.11,0.0461
6076,6.61,2.21,0.05513
6077,6.61,2.31,0.06407
6078,6.61,2.41,0.07281
6079,6.61,2.51,0.08126
6080,6.61,2.61,0.08938
6081,6.61,2.71,0.0971
6082,6.61,2.81,0.10441
6083,6.61,2.91,0.11128
6084,6.61,3.01,0.11769
6085,6.61,3.11,0.12364
6086,6.61,3.21,0.12914
6087,6.61,3.31,0.13418
6088,6.61,3.41,0.13879
6089,6.61,3.51,0.14297
6090,6.61,3.61,0.14675
6091,6.61,3.71,0.15014
6092,6.61,3.81,0.15318
6093,6.61,3.91,0.15588
6094,6.61,4.01,0.15828
6095,6.61,4.11,0.1604
6096,6.61,4.21,0.16227
6097,6.61,4.31,0.1639
6098,6.61,4.41,0.16533
6099,6.61,4.51,0.16658
6100,6.61,4.61,0.16766
6101,6.61,4.71,0.16861
6102,6.61,4.81,0.16942
6103,6.61,4.91,0.17012
6104,6.61,5.01,0.17073
6105,6.61,5.11,0.17125
6106,6.61,5.21,0.1717
6107,6.61,5.31,0.17209
6108,6.61,5.41,0.17242
6109,6.61,5.51,0.1727
6110,6.61,5.61,0.17295
6111,6.61,5.71,0.17315
6112,6.61,5.81,0.17333
6113,6.61,5.91,0.17348
6114,6.61,6.01,0.17361
6115,6.61,6.11,0.17371
6116,6.61,6.21,0.1738
6117,6.61,6.31,0.17388
6118,6.61,6.41,0.17394
6119,6.61,6.51,0.17398
6120,6.61,6.61,0.17402
6121,6.61,6.71,0.17405
6122,6.61,6.81,0.17407
6123,6.61,6.91,0.17409
6124,6.61,7.01,0.1741
6125,6.61,7.11,0.17411
6126,6.61,7.21,0.17412
6127,6.61,7.31,0.17413
6128,6.61,7.41,0.17413
6129,6.61,7.51,0.17413
6130,6.61,7.61,0.17414
6131,6.61,7.71,0.17414
6132,6.61,7.81,0.17414
6133,6.61,7.91,0.17414
6134,6.61,8.01,0.17414
6135,6.61,8.11,0.17414
6136,6.61,8.21,0.17415
6137,6.61,8.31,0.17415
6138,6.61,8.41,0.17415
6139,6.61,8.51,0.17415
6140,6.61,8.61,0.17415
6141,6.61,8.71,0.17415
6142,6.61,8.81,0.17415
6143,6.61,8.91,0.17415
6144,6.61,9.01,0.17415
6145,6.61,9.11,0.17415
6146,6.61,9.21,0.17415
6147,6.61,9.31,0.17415
6148,6.61,9.41,0.17415
6149,6.61,9.51,0.17415
6150,6.61,9.61,0.17415
6151,6.61,9.71,0.17415
6152,6.61,9.81,0.17415
6153,6.61,9.91,0.17415
6154,6.61,10.01,0.17415
6155,6.61,10.11,0.17415
6156,6.61,10.21,0.17415
6157,6.61,10.31,0.17415
6158,6.61,10.41,0.17415
6159,6.61,10.51,0.17415
6161,6.71,0.61,0.38653
6162,6.71,0.71,0.24071
6163,6.71,0.81,0.1468
6164,6.71,0.91,0.08589
6165,6.71,1.01,0.04679
6166,6.71,1.11,0.0225
6167,6.71,1.21,0.00847
6168,6.71,1.31,0.00165
6169,6.71,1.41,-5e-05
6170,6.71,1.51,0.00186
6171,6.71,1.61,0.00634
6172,6.71,1.71,0.01261
6173,6.71,1.81,0.0201
6174,6.71,1.91,0.02837
6175,6.71,2.01,0.03712
6176,6.71,2.11,0.04611
6177,6.71,2.21,0.05513
6178,6.71,2.31,0.06407
6179,6.71,2.41,0.07281
6180,6.71,2.51,0.08127
6181,6.71,2.61,0.08938
6182,6.71,2.71,0.09711
6183,6.71,2.81,0.10441
6184,6.71,2.91,0.11128
6185,6.71,3.01,0.11769
6186,6.71,3.11,0.12365
6187,6.71,3.21,0.12914
6188,6.71,3.31,0.13418
6189,6.71,3.41,0.13879
6190,6.71,3.51,0.14297
6191,6.71,3.61,0.14675
6192,6.71,3.71,0.15014
6193,6.71,3.81,0.15318
6194,6.71,3.91,0.15589
6195,6.71,4.01,0.15829
6196,6.71,4.11,0.16041
6197,6.71,4.21,0.16227
6198,6.71,4.31,0.16391
6199,6.71,4.41,0.16534
6200,6.71,4.51,0.16658
6201,6.71,4.61,0.16767
6202,6.71,4.71,0.16861
6203,6.71,4.81,0.16942
6204,6.71,4.91,0.17013
6205,6.71,5.01,0.17073
6206,6.71,5.11,0.17126
6207,6.71,5.21,0.17171
6208,6.71,5.31,0.17209
6209,6.71,5.41,0.17243
6210,6.71,5.51,0.17271
6211,6.71,5.61,0.17295
6212,6.71,5.71,0.17316
6213,6.71,5.81,0.17334
6214,6.71,5.91,0.17349
6215,6.71,6.01,0.17362
6216,6.71,6.11,0.17373
6217,6.71,6.21,0.17382
6218,6.71,6.31,0.1739
6219,6.71,6.41,0.17396
6220,6.71,6.51,0.17401
6221,6.71,6.61,0.17405
6222,6.71,6.71,0.17408
6223,6.71,6.81,0.17411
6224,6.71,6.91,0.17413
6225,6.71,7.01,0.17414
6226,6.71,7.11,0.17415
6227,6.71,7.21,0.17416
6228,6.71,7.31,0.17417
6229,6.71,7.41,0.17417
6230,6.71,7.51,0.17418
6231,6.71,7.61,0.17418
6232,6.71,7.71,0.17418
6233,6.71,7.81,0.17419
6234,6.71,7.91,0.17419
6235,6.71,8.01,0.17419
6236,6.71,8.11,0.17419
6237,6.71,8.21,0.17419
6238,6.71,8.31,0.17419
6239,6.71,8.41,0.17419
6240,6.71,8.51,0.17419
6241,6.71,8.61,0.17419
6242,6.71,8.71,0.17419
6243,6.71,8.81,0.17419
6244,6.71,8.91,0.17419
6245,6.71,9.01,0.17419
6246,6.71,9.11,0.1742
6247,6.71,9.21,0.1742
6248,6.71,9.31,0.1742
6249,6.71,9.41,0.1742
6250,6.71,9.51,0.1742
6251,6.71,9.61,0.1742
6252,6.71,9.71,0.1742
6253,6.71,9.81,0.1742
6254,6.71,9.91,0.1742
6255,6.71,10.01,0.1742
6256,6.71,10.11,0.1742
6257,6.71,10.21,0.1742
6258,6.71,10.31,0.1742
6259,6.71,10.41,0.1742
6260,6.71,10.51,0.1742
6262,6.81,0.61,0.38653
6263,6.81,0.71,0.24071
6264,6.81,0.81,0.1468
6265,6.81,0.91,0.0859
6266,6.81,1.01,0.0468
6267,6.81,1.11,0.0225
6268,6.81,1.21,0.00847
6269,6.81,1.31,0.00166
6270,6.81,1.41,-5e-05
6271,6.81,1.51,0.00187
6272,6.81,1.61,0.00635
6273,6.81,1.71,0.01262
6274,6.81,1.81,0.0201
6275,6.81,1.91,0.02838
6276,6.81,2.01,0.03713
6277,6.81,2.11,0.04611
6278,6.81,2.21,0.05514
6279,6.81,2.31,0.06407
6280,6.81,2.41,0.07281
6281,6.81,2.51,0.08127
6282,6.81,2.61,0.08938
6283,6.81,2.71,0.09711
6284,6.81,2.81,0.10442
6285,6.81,2.91,0.11128
6286,6.81,3.01,0.1177
6287,6.81,3.11,0.12365
6288,6.81,3.21,0.12914
6289,6.81,3.31,0.13419
6290,6.81,3.41,0.13879
6291,6.81,3.51,0.14297
6292,6.81,3.61,0.14675
6293,6.81,3.71,0.15015
6294,6.81,3.81,0.15318
6295,6.81,3.91,0.15589
6296,6.81,4.01,0.15829
6297,6.81,4.11,0.16041
6298,6.81,4.21,0.16227
6299,6.81,4.31,0.16391
6300,6.81,4.41,0.16534
6301,6.81,4.51,0.16659
6302,6.81,4.61,0.16767
6303,6.81,4.71,0.16861
6304,6.81,4.81,0.16943
6305,6.81,4.91,0.17013
6306,6.81,5.01,0.17074
6307,6.81,5.11,0.17126
6308,6.81,5.21,0.17171
6309,6.81,5.31,0.1721
6310,6.81,5.41,0.17243
6311,6.81,5.51,0.17271
6312,6.81,5.61,0.17296
6313,6.81,5.71,0.17317
6314,6.81,5.81,0.17335
6315,6.81,5.91,0.1735
6316,6.81,6.01,0.17363
6317,6.81,6.11,0.17374
6318,6.81,6.21,0.17383
6319,6.81,6.31,0.17391
6320,6.81,6.41,0.17398
6321,6.81,6.51,0.17403
6322,6.81,6.61,0.17407
6323,6.81,6.71,0.17411
6324,6.81,6.81,0.17414
6325,6.81,6.91,0.17416
6326,6.81,7.01,0.17418
6327,6.81,7.11,0.17419
6328,6.81,7.21,0.1742
6329,6.81,7.31,0.17421
6330,6.81,7.41,0.17421
6331,6.81,7.51,0.17422
6332,6.81,7.61,0.17422
6333,6.81,7.71,0.17422
6334,6.81,7.81,0.17422
6335,6.81,7.91,0.17423
6336,6.81,8.01,0.17423
6337,6.81,8.11,0.17423
6338,6.81,8.21,0.17423
6339,6.81,8.31,0.17423
6340,6.81,8.41,0.17423
6341,6.81,8.51,0.17423
6342,6.81,8.61,0.17423
6343,6.81,8.71,0.17423
6344,6.81,8.81,0.17423
6345,6.81,8.91,0.17423
6346,6.81,9.01,0.17423
6347,6.81,9.11,0.17423
6348,6.81,9.21,0.17423
6349,6.81,9.31,0.17423
6350,6.81,9.41,0.17423
6351,6.81,9.51,0.17424
6352,6.81,9.61,0.17424
6353,6.81,9.71,0.17424
6354,6.81,9.81,0.17424
6355,6.81,9.91,0.17424
6356,6.81,10.01,0.17424
6357,6.81,10.11,0.17424
6358,6.81,10.21,0.17424
6359,6.81,10.31,0.17424
6360,6.81,10.41,0.17424
6361,6.81,10.51,0.17424
6363,6.91,0.61,0.38653
6364,6.91,0.71,0.24072
6365,6.91,0.81,0.1468
6366,6.91,0.91,0.0859
6367,6.91,1.01,0.0468
6368,6.91,1.11,0.02251
6369,6.91,1.21,0.00848
6370,6.91,1.31,0.00166
6371,6.91,1.41,-5e-05
6372,6.91,1.51,0.00187
6373,6.91,1.61,0.00635
6374,6.91,1.71,0.01262
6375,6.91,1.81,0.0201
6376,6.91,1.91,0.02838
6377,6.91,2.01,0.03713
6378,6.91,2.11,0.04611
6379,6.91,2.21,0.05514
6380,6.91,2.31,0.06408
6381,6.91,2.41,0.07281
6382,6.91,2.51,0.08127
6383,6.91,2.61,0.08939
6384,6.91,2.71,0.09711
6385,6.91,2.81,0.10442
6386,6.91,2.91,0.11129
6387,6.91,3.01,0.1177
6388,6.91,3.11,0.12365
6389,6.91,3.21,0.12914
6390,6.91,3.31,0.13419
6391,6.91,3.41,0.13879
6392,6.91,3.51,0.14297
6393,6.91,3.61,0.14675
6394,6.91,3.71,0.15015
6395,6.91,3.81,0.15319
6396,6.91,3.91,0.15589
6397,6.91,4.01,0.15829
6398,6.91,4.11,0.16041
6399,6.91,4.21,0.16228
6400,6.91,4.31,0.16391
6401,6.91,4.41,0.16534
6402,6.91,4.51,0.16659
6403,6.91,4.61,0.16767
6404,6.91,4.71,0.16861
6405,6.91,4.81,0.16943
6406,6.91,4.91,0.17013
6407,6.91,5.01,0.17074
6408,6.91,5.11,0.17126
6409,6.91,5.21,0.17171
6410,6.91,5.31,0.1721
6411,6.91,5.41,0.17243
6412,6.91,5.51,0.17272
6413,6.91,5.61,0.17296
6414,6.91,5.71,0.17317
6415,6.91,5.81,0.17335
6416,6.91,5.91,0.17351
6417,6.91,6.01,0.17364
6418,6.91,6.11,0.17375
6419,6.91,6.21,0.17384
6420,6.91,6.31,0.17392
6421,6.91,6.41,0.17399
6422,6.91,6.51,0.17404
6423,6.91,6.61,0.17409
6424,6.91,6.71,0.17413
6425,6.91,6.81,0.17416
6426,6.91,6.91,0.17418
6427,6.91,7.01,0.1742
6428,6.91,7.11,0.17422
6429,6.91,7.21,0.17423
6430,6.91,7.31,0.17424
6431,6.91,7.41,0.17424
6432,6.91,7.51,0.17425
6433,6.91,7.61,0.17425
6434,6.91,7.71,0.17425
6435,6.91,7.81,0.17426
6436,6.91,7.91,0.17426
6437,6.91,8.01,0.17426
6438,6.91,8.11,0.17426
6439,6.91,8.21,0.17426
6440,6.91,8.31,0.17426
6441,6.91,8.41,0.17426
6442,6.91,8.51,0.17426
6443,6.91,8.61,0.17427
6444,6.91,8.71,0.17427
6445,6.91,8.81,0.17427
6446,6.91,8.91,0.17427
6447,6.91,9.01,0.17427
6448,6.91,9.11,0.17427
6449,6.91,9.21,0.17427
6450,6.91,9.31,0.17427
6451,6.91,9.41,0.17427
6452,6.91,9.51,0.17427
6453,6.91,9.61,0.17427
6454,6.91,9.71,0.17427
6455,6.91,9.81,0.17427
6456,6.91,9.91,0.17427
6457,6.91,10.01,0.17427
6458,6.91,10.11,0.17427
6459,6.91,10.21,0.17427
6460,6.91,10.31,0.17427
6461,6.91,10.41,0.17427
6462,6.91,10.51,0.17427
6464,7.01,0.61,0.38654
6465,7.01,0.71,0.24072
6466,7.01,0.81,0.14681
6467,7.01,0.91,0.0859
6468,7.01,1.01,0.0468
6469,7.01,1.11,0.02251
6470,7.01,1.21,0.00848
6471,7.01,1.31,0.00167
6472,7.01,1.41,-4e-05
6473,7.01,1.51,0.00188
6474,7.01,1.61,0.00635
6475,7.01,1.71,0.01262
6476,7.01,1.81,0.02011
6477,7.01,1.91,0.02838
6478,7.01,2.01,0.03713
6479,7.01,2.11,0.04611
6480,7.01,2.21,0.05514
6481,7.01,2.31,0.06408
6482,7.01,2.41,0.07282
6483,7.01,2.51,0.08127
6484,7.01,2.61,0.08939
6485,7.01,2.71,0.09711
6486,7.01,2.81,0.10442
6487,7.01,2.91,0.11129
6488,7.01,3.01,0.1177
6489,7.01,3.11,0.12365
6490,7.01,3.21,0.12915
6491,7.01,3.31,0.13419
6492,7.01,3.41,0.13879
6493,7.01,3.51,0.14298
6494,7.01,3.61,0.14675
6495,7.01,3.71,0.15015
6496,7.01,3.81,0.15319
6497,7.01,3.91,0.15589
6498,7.01,4.01,0.15829
6499,7.01,4.11,0.16041
6500,7.01,4.21,0.16228
6501,7.01,4.31,0.16391
6502,7.01,4.41,0.16534
6503,7.01,4.51,0.16659
6504,7.01,4.61,0.16767
6505,7.01,4.71,0.16862
6506,7.01,4.81,0.16943
6507,7.01,4.91,0.17013
6508,7.01,5.01,0.17074
6509,7.01,5.11,0.17127
6510,7.01,5.21,0.17172
6511,7.01,5.31,0.1721
6512,7.01,5.41,0.17244
6513,7.01,5.51,0.17272
6514,7.01,5.61,0.17297
6515,7.01,5.71,0.17318
6516,7.01,5.81,0.17336
6517,7.01,5.91,0.17351
6518,7.01,6.01,0.17364
6519,7.01,6.11,0.17375
6520,7.01,6.21,0.17385
6521,7.01,6.31,0.17393
6522,7.01,6.41,0.174
6523,7.01,6.51,0.17406
6524,7.01,6.61,0.1741
6525,7.01,6.71,0.17414
6526,7.01,6.81,0.17418
6527,7.01,6.91,0.1742
6528,7.01,7.01,0.17422
6529,7.01,7.11,0.17424
6530,7.01,7.21,0.17425
6531,7.01,7.31,0.17426
6532,7.01,7.41,0.17427
6533,7.01,7.51,0.17427
6534,7.01,7.61,0.17428
6535,7.01,7.71,0.17428
6536,7.01,7.81,0.17428
6537,7.01,7.91,0.17429
6538,7.01,8.01,0.17429
6539,7.01,8.11,0.17429
6540,7.01,8.21,0.17429
6541,7.01,8.31,0.17429
6542,7.01,8.41,0.17429
6543,7.01,8.51,0.17429
6544,7.01,8.61,0.17429
6545,7.01,8.71,0.17429
6546,7.01,8.81,0.1743
6547,7.01,8.91,0.1743
6548,7.01,9.01,0.1743
6549,7.01,9.11,0.1743
6550,7.01,9.21,0.1743
6551,7.01,9.31,0.1743
6552,7.01,9.41,0.1743
6553,7.01,9.51,0.1743
6554,7.01,9.61,0.1743
6555,7.01,9.71,0.1743
6556,7.01,9.81,0.1743
6557,7.01,9.91,0.1743
6558,7.01,10.01,0.1743
6559,7.01,10.11,0.1743
6560,7.01,10.21,0.1743
6561,7.01,10.31,0.1743
6562,7.01,10.41,0.1743
6563,7.01,10.51,0.1743
6565,7.11,0.61,0.38654
6566,7.11,0.71,0.24072
6567,7.11,0.81,0.14681
6568,7.11,0.91,0.08591
6569,7.11,1.01,0.04681
6570,7.11,1.11,0.02251
6571,7.11,1.21,0.00849
6572,7.11,1.31,0.00167
6573,7.11,1.41,-4e-05
6574,7.11,1.51,0.00188
6575,7.11,1.61,0.00636
6576,7.11,1.71,0.01263
